levelKerawanan,jumlah_penduduk,total,kode_kecamatan,nama_kecamatan,nama_kabupatenKota,nama_provinsi
1,44204,12,332606,Doro,KAB. PEKALONGAN,JAWA TENGAH
1,18759,5,717302,Tomohon Tengah,KOTA TOMOHON,SULAWESI UTARA
1,41293,11,350915,Sukorambi,KAB. JEMBER,JAWA TIMUR
1,60514,16,351615,Kemlagi,KAB. MOJOKERTO,JAWA TIMUR
1,121886,32,327403,Harjamukti,KOTA CIREBON,JAWA BARAT
1,80062,21,320918,Plumbon,KAB. CIREBON,JAWA BARAT
1,38320,10,731203,Lilirilau,KAB. SOPPENG,SULAWESI SELATAN
1,50294,13,120209,Siborong-Borong,KAB. TAPANULI UTARA,SUMATERA UTARA
1,62566,16,330314,Bojongsari,KAB. PURBALINGGA,JAWA TENGAH
1,51100,13,130502,Batang Anai,KAB. PADANG PARIAMAN,SUMATERA BARAT
1,51136,13,640202,Loa Kulu,KAB. KUTAI KARTANEGARA,KALIMANTAN TIMUR
1,118620,30,350709,Turen,KAB. MALANG,JAWA TIMUR
1,55648,14,352312,Jenu,KAB. TUBAN,JAWA TIMUR
1,15917,4,711002,Kotabunan,KAB. BOLAANG MONGONDOW TIMUR,SULAWESI UTARA
1,83613,21,350917,Ajung,KAB. JEMBER,JAWA TIMUR
1,76210,19,351612,Trowulan,KAB. MOJOKERTO,JAWA TIMUR
1,36690,9,340108,Kokap,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA
1,89771,22,120705,Pancur Batu,KAB. DELI SERDANG,SUMATERA UTARA
1,32709,8,330803,Ngluwar,KAB. MAGELANG,JAWA TENGAH
1,73598,18,121002,Rantau Selatan,KAB. LABUHANBATU,SUMATERA UTARA
1,65783,16,121009,Bilah Hulu,KAB. LABUHANBATU,SUMATERA UTARA
1,49353,12,331207,Baturetno,KAB. WONOGIRI,JAWA TENGAH
1,20659,5,927101,Sorong,KOTA SORONG,PAPUA BARAT
1,25157,6,177108,Sungai Serut,KOTA BENGKULU,BENGKULU
1,58847,14,351407,Wonorejo,KAB. PASURUAN,JAWA TIMUR
1,88583,21,351711,Sumobito,KAB. JOMBANG,JAWA TIMUR
1,38187,9,730708,Tellu Limpoe,KAB. SINJAI,SULAWESI SELATAN
1,34048,8,610520,Sungai Tebelian,KAB. SINTANG,KALIMANTAN BARAT
1,42626,10,320925,Panguragan,KAB. CIREBON,JAWA BARAT
1,149365,35,817102,Sirimau,KOTA AMBON,MALUKU
1,8584,2,620901,Lamandau,KAB. LAMANDAU,KALIMANTAN TENGAH
1,55799,13,321524,Banyusari,KAB. KARAWANG,JAWA BARAT
1,107485,25,332801,Margasari,KAB. TEGAL,JAWA TENGAH
1,25928,6,120805,Panombeian Pane,KAB. SIMALUNGUN,SUMATERA UTARA
1,21698,5,740507,Konda,KAB. KONAWE SELATAN,SULAWESI TENGGARA
1,73832,17,360411,Kragilan,KAB. SERANG,BANTEN
1,26107,6,320827,Kalimanggis,KAB. KUNINGAN,JAWA BARAT
1,47990,11,321014,Kertajati,KAB. MAJALENGKA,JAWA BARAT
1,56743,13,351808,Kertosono,KAB. NGANJUK,JAWA TIMUR
1,52575,12,352104,Kendal,KAB. NGAWI,JAWA TIMUR
1,61462,14,351421,Nguling,KAB. PASURUAN,JAWA TIMUR
1,17593,4,210110,Telok Sebong,KAB. BINTAN,KEPULAUAN RIAU
1,21992,5,760101,Bambalamotu,KAB. MAMUJU UTARA,SULAWESI BARAT
1,140798,32,351709,Jombang,KAB. JOMBANG,JAWA TIMUR
1,61840,14,360327,Sukamulya,KAB. TANGERANG,BANTEN
1,70963,16,727108,Mantikulore,KOTA PALU,SULAWESI TENGAH
1,53617,12,332513,Kandeman,KAB. BATANG,JAWA TENGAH
1,102907,23,320310,Pacet,KAB. CIANJUR,JAWA BARAT
1,81156,18,332106,Wonosalam,KAB. DEMAK,JAWA TENGAH
1,63851,14,350730,Tirtoyudo,KAB. MALANG,JAWA TIMUR
1,86967,19,351410,Prigen,KAB. PASURUAN,JAWA TIMUR
1,55261,12,140111,Tapung Hilir,KAB. KAMPAR,RIAU
1,55538,12,360426,Jawilan,KAB. SERANG,BANTEN
1,37101,8,321528,Tegalwaru,KAB. KARAWANG,JAWA BARAT
1,9289,2,731834,Sangalla Utara,KAB. TANA TORAJA,SULAWESI SELATAN
1,42446,9,330603,Purwodadi,KAB. PURWOREJO,JAWA TENGAH
1,33094,7,647209,Samarinda Kota,KOTA SAMARINDA,KALIMANTAN TIMUR
1,47288,10,321308,Binong,KAB. SUBANG,JAWA BARAT
1,94803,20,331609,Blora,KAB. BLORA,JAWA TENGAH
1,14325,3,710503,Ranoyapo,KAB. MINAHASA SELATAN,SULAWESI UTARA
1,66903,14,351002,Bangorejo,KAB. BANYUWANGI,JAWA TIMUR
1,58033,12,120514,Babalan,KAB. LANGKAT,SUMATERA UTARA
1,63145,13,351321,Sumberasih,KAB. PROBOLINGGO,JAWA TIMUR
1,24535,5,121609,Pakkat,KAB. HUMBANG HASUNDUTAN,SUMATERA UTARA
1,19713,4,650309,Nunukan Selatan,KAB. NUNUKAN,KALIMANTAN UTARA
1,93896,19,332802,Bumijawa,KAB. TEGAL,JAWA TENGAH
1,74933,15,352112,Widodaren,KAB. NGAWI,JAWA TIMUR
1,40227,8,350521,Selorejo,KAB. BLITAR,JAWA TIMUR
1,90896,18,120507,Stabat,KAB. LANGKAT,SUMATERA UTARA
1,35553,7,330919,Juwangi,KAB. BOYOLALI,JAWA TENGAH
1,61085,12,330814,Bandongan,KAB. MAGELANG,JAWA TENGAH
1,51059,10,351718,Bandarkedungmulyo,KAB. JOMBANG,JAWA TIMUR
1,15407,3,710803,Bolangitang Timur,KAB. BOLAANG MONGONDOW UTARA,SULAWESI UTARA
1,61651,12,321001,Lemahsugih,KAB. MAJALENGKA,JAWA BARAT
1,46285,9,352423,Tikung,KAB. LAMONGAN,JAWA TIMUR
1,10373,2,731012,Tondong Tallasa,KAB. PANGKAJENE KEPULAUAN,SULAWESI SELATAN
1,20808,4,610514,Serawai,KAB. SINTANG,KALIMANTAN BARAT
1,105520,20,617102,Pontianak Timur,KOTA PONTIANAK,KALIMANTAN BARAT
1,26487,5,730909,Simbang,KAB. MAROS,SULAWESI SELATAN
1,84910,16,321114,Cimanggung,KAB. SUMEDANG,JAWA BARAT
1,74561,14,352111,Kedunggalar,KAB. NGAWI,JAWA TIMUR
1,85329,16,332005,Batealit,KAB. JEPARA,JAWA TENGAH
1,64008,12,127504,Binjai Timur,KOTA BINJAI,SUMATERA UTARA
1,160465,30,320433,Majalaya,KAB. BANDUNG,JAWA BARAT
1,65233,12,320930,Gebang,KAB. CIREBON,JAWA BARAT
1,21762,4,360130,Mekarjaya,KAB. PANDEGLANG,BANTEN
1,54489,10,330411,Rakit,KAB. BANJARNEGARA,JAWA TENGAH
1,82182,15,320506,Banyuresmi,KAB. GARUT,JAWA BARAT
1,71586,13,121804,Sei Rampah,KAB. SERDANG BEDAGAI,SUMATERA UTARA
1,121322,22,352703,Sampang,KAB. SAMPANG,JAWA TIMUR
1,138476,25,330114,Majenang,KAB. CILACAP,JAWA TENGAH
1,118773,21,331504,Toroh,KAB. GROBOGAN,JAWA TENGAH
1,68130,12,350626,Badas,KAB. KEDIRI,JAWA TIMUR
1,68710,12,150403,Muara Bulian,KAB. BATANGHARI,JAMBI
1,69056,12,640305,Tanjung Redeb,KAB. BERAU,KALIMANTAN TIMUR
1,69147,12,351004,Tegaldlimo,KAB. BANYUWANGI,JAWA TIMUR
1,57826,10,327804,Indihiang,KOTA TASIKMALAYA,JAWA BARAT
1,11592,2,731207,Ganra,KAB. SOPPENG,SULAWESI SELATAN
1,87130,15,332907,Jatibarang,KAB. BREBES,JAWA TENGAH
1,23239,4,140910,Logas Tanah Darat,KAB. KUANTAN SINGINGI,RIAU
1,110632,19,331506,Pulokulon,KAB. GROBOGAN,JAWA TENGAH
1,29205,5,731205,Marioriawa,KAB. SOPPENG,SULAWESI SELATAN
1,23559,4,117103,Meuraxa,KOTA BANDA ACEH,ACEH
1,53095,9,351505,Jabon,KAB. SIDOARJO,JAWA TIMUR
1,189460,32,332709,Taman,KAB. PEMALANG,JAWA TENGAH
1,17777,3,730609,Bungaya,KAB. GOWA,SULAWESI SELATAN
1,119903,20,320502,Karangpawitan,KAB. GARUT,JAWA BARAT
1,60160,10,320903,Losari,KAB. CIREBON,JAWA BARAT
1,60271,10,351803,Berbek,KAB. NGANJUK,JAWA TIMUR
1,24136,4,610701,Sungai Raya,KAB. BENGKAYANG,KALIMANTAN BARAT
1,30482,5,320535,Cisewu,KAB. GARUT,JAWA BARAT
1,73179,12,350803,Candipuro,KAB. LUMAJANG,JAWA TIMUR
1,43656,7,160818,Belitang Madang Raya,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN
1,43831,7,352005,Kawedanan,KAB. MAGETAN,JAWA TIMUR
1,44097,7,161003,Tanjung Raja,KAB. OGAN ILIR,SUMATERA SELATAN
1,94761,15,537102,Maulafa,KOTA KUPANG,NUSA TENGGARA TIMUR
1,63188,10,610207,Sungai Pinyuh,KAB. MEMPAWAH,KALIMANTAN BARAT
1,31722,5,330604,Bagelen,KAB. PURWOREJO,JAWA TENGAH
1,108934,17,320311,Cugenang,KAB. CIANJUR,JAWA BARAT
1,38452,6,321108,Paseh,KAB. SUMEDANG,JAWA BARAT
1,32050,5,150404,Batin XXIV,KAB. BATANGHARI,JAMBI
1,19345,3,520425,Tarano,KAB. SUMBAWA,NUSA TENGGARA BARAT
1,83837,13,351021,Kalipuro,KAB. BANYUWANGI,JAWA TIMUR
1,12986,2,190605,Damar,KAB. BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG
1,104212,16,330113,Cimanggu,KAB. CILACAP,JAWA TENGAH
1,13177,2,167204,Dempo Selatan,KOTA PAGAR ALAM,SUMATERA SELATAN
1,66304,10,160703,Banyuasin III,KAB. BANYUASIN,SUMATERA SELATAN
1,33155,5,127207,Siantar Sitalasari,KOTA PEMATANGSIANTAR,SUMATERA UTARA
1,86684,13,350805,Tempeh,KAB. LUMAJANG,JAWA TIMUR
1,87050,13,330412,Punggelan,KAB. BANJARNEGARA,JAWA TENGAH
1,40526,6,180301,Bukit Kemuning,KAB. LAMPUNG UTARA,LAMPUNG
1,67863,10,321517,Telagasari,KAB. KARAWANG,JAWA BARAT
1,102081,15,320446,Kutawaringin,KAB. BANDUNG,JAWA BARAT
1,103049,15,180901,Gedong Tataan,KAB. PESAWARAN,LAMPUNG
1,48400,7,360425,Kopo,KAB. SERANG,BANTEN
1,69304,10,321807,Padaherang,KAB. PANGANDARAN,JAWA BARAT
1,41645,6,321409,Wanayasa,KAB. PURWAKARTA,JAWA BARAT
1,27812,4,150205,Tabir,KAB. MERANGIN,JAMBI
1,188247,27,127106,Medan Deli,KOTA MEDAN,SUMATERA UTARA
0,20958,3,160819,Belitang Mulya,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN
0,20958,3,351820,Jatikalen,KAB. NGANJUK,JAWA TIMUR
0,20973,3,621101,Pandih Batu,KAB. PULANG PISAU,KALIMANTAN TENGAH
0,49070,7,127206,Siantar Martoba,KOTA PEMATANGSIANTAR,SUMATERA UTARA
0,84408,12,332007,Mlonggo,KAB. JEPARA,JAWA TENGAH
0,21131,3,710604,Wori,KAB. MINAHASA UTARA,SULAWESI UTARA
0,28231,4,321802,Cijulang,KAB. PANGANDARAN,JAWA BARAT
0,21184,3,760108,Tikke Raya,KAB. MAMUJU UTARA,SULAWESI BARAT
0,120315,17,320501,Garut Kota,KAB. GARUT,JAWA BARAT
0,14156,2,111610,Bandar Pusaka,KAB. ACEH TAMIANG,ACEH
0,113522,16,332707,Randudongkal,KAB. PEMALANG,JAWA TENGAH
0,14199,2,730104,Bontomanai,KAB. KEPULAUAN SELAYAR,SULAWESI SELATAN
0,42603,6,510701,Rendang,KAB. KARANGASEM,BALI
0,14279,2,351818,Ngluyu,KAB. NGANJUK,JAWA TIMUR
0,50002,7,520802,Gangga,KAB. LOMBOK UTARA,NUSA TENGGARA BARAT
0,28596,4,161205,Tanah Abang,KAB. PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN
0,92943,13,121301,Panyabungan,KAB. MANDAILING NATAL,SUMATERA UTARA
0,35759,5,360435,Lebak Wangi,KAB. SERANG,BANTEN
0,14384,2,150115,Gunung Tujuh,KAB. KERINCI,JAMBI
0,43237,6,321310,Pusakanagara,KAB. SUBANG,JAWA BARAT
0,7216,1,921102,Oransbari,KAB. MANOKWARI SELATAN,PAPUA BARAT
0,21662,3,350219,Ngebel,KAB. PONOROGO,JAWA TIMUR
0,36168,5,170219,Curup Tengah,KAB. REJANG LEBONG,BENGKULU
0,28962,4,160212,Pampangan,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN
0,65588,9,351317,Maron,KAB. PROBOLINGGO,JAWA TIMUR
0,73466,10,120506,Selesai,KAB. LANGKAT,SUMATERA UTARA
0,36827,5,611205,Batu Ampar,KAB. KUBU RAYA,KALIMANTAN BARAT
0,29487,4,140802,Sungai Apit,KAB. SIAK,RIAU
0,73758,10,330206,Kemranjen,KAB. BANYUMAS,JAWA TENGAH
0,22268,3,321126,Jatigede,KAB. SUMEDANG,JAWA BARAT
0,81662,11,351706,Mojoagung,KAB. JOMBANG,JAWA TIMUR
0,37226,5,350103,Punung,KAB. PACITAN,JAWA TIMUR
0,37298,5,321227,Sukagumiwang,KAB. INDRAMAYU,JAWA BARAT
0,52218,7,330811,Tempuran,KAB. MAGELANG,JAWA TENGAH
0,7503,1,820518,Sanana Utara,KAB. KEPULAUAN SULA,MALUKU UTARA
0,15133,2,167205,Dempo Tengah,KOTA PAGAR ALAM,SUMATERA SELATAN
0,7621,1,120116,Pasaribu Tobing,KAB. TAPANULI TENGAH,SUMATERA UTARA
0,45806,6,181107,Tanjung Raya,KAB. MESUJI,LAMPUNG
0,76570,10,320308,Mande,KAB. CIANJUR,JAWA BARAT
0,7670,1,620709,Batu Ampar,KAB. SERUYAN,KALIMANTAN TENGAH
0,7678,1,732610,Balusu,KAB. TORAJA UTARA,SULAWESI SELATAN
0,15358,2,730508,Sanrobone,KAB. TAKALAR,SULAWESI SELATAN
0,15377,2,352205,Bubulan,KAB. BOJONEGORO,JAWA TIMUR
0,46133,6,320221,Jampangkulon,KAB. SUKABUMI,JAWA BARAT
0,23104,3,750113,Tolangohula,KAB. GORONTALO,GORONTALO
0,30813,4,321206,Bangodua,KAB. INDRAMAYU,JAWA BARAT
0,15423,2,167303,Lubuk Linggau Selatan I,KOTA LUBUK LINGGAU,SUMATERA SELATAN
0,38589,5,331704,Sale,KAB. REMBANG,JAWA TENGAH
0,30873,4,750204,Tilamuta,KAB. BOALEMO,GORONTALO
0,38669,5,537106,Kota Lama,KOTA KUPANG,NUSA TENGGARA TIMUR
0,54210,7,360424,Pamarayan,KAB. SERANG,BANTEN
0,54329,7,610105,Pemangkat,KAB. SAMBAS,KALIMANTAN BARAT
0,15524,2,630606,Simpur,KAB. HULU SUNGAI SELATAN,KALIMANTAN SELATAN
0,15533,2,640815,Kaubun,KAB. KUTAI TIMUR,KALIMANTAN TIMUR
0,31367,4,140208,Batang Gangsal,KAB. INDRAGIRI HULU,RIAU
0,134341,17,320435,Paseh,KAB. BANDUNG,JAWA BARAT
0,55318,7,332505,Bawang,KAB. BATANG,JAWA TENGAH
0,134809,17,127113,Medan Labuhan,KOTA MEDAN,SUMATERA UTARA
0,23805,3,720201,Poso Kota,KAB. POSO,SULAWESI TENGAH
0,55618,7,160812,Buay Madang Timur,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN
0,64235,8,520102,Kediri,KAB. LOMBOK BARAT,NUSA TENGGARA BARAT
0,49021,6,332313,Kranggan,KAB. TEMANGGUNG,JAWA TENGAH
0,8187,1,750305,Bulango Utara,KAB. BONE BOLANGO,GORONTALO
0,115380,14,122203,Torgamba,KAB. LABUHANBATU SELATAN,SUMATERA UTARA
0,49617,6,350305,Tugu,KAB. TRENGGALEK,JAWA TIMUR
0,33217,4,350102,Pringkuku,KAB. PACITAN,JAWA TIMUR
0,74792,9,332701,Moga,KAB. PEMALANG,JAWA TENGAH
0,91847,11,350707,Poncokusumo,KAB. MALANG,JAWA TIMUR
0,176401,21,332914,Bulakamba,KAB. BREBES,JAWA TENGAH
0,59044,7,321218,Lohbener,KAB. INDRAMAYU,JAWA BARAT
0,59550,7,321203,Gabuswetan,KAB. INDRAMAYU,JAWA BARAT
0,60800,7,321113,Pamulihan,KAB. SUMEDANG,JAWA BARAT
0,88058,10,321223,Anjatan,KAB. INDRAMAYU,JAWA BARAT
0,79347,9,321404,Plered,KAB. PURWAKARTA,JAWA BARAT
0,61869,7,321313,Blanakan,KAB. SUBANG,JAWA BARAT
0,63365,7,332705,Bodeh,KAB. PEMALANG,JAWA TENGAH
0,19144,2,631106,Paringin,KAB. BALANGAN,KALIMANTAN SELATAN
0,67099,7,352714,Karangpenang,KAB. SAMPANG,JAWA TIMUR
0,76791,8,520208,Pringgarata,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT
0,38511,4,320527,Pameungpeuk,KAB. GARUT,JAWA BARAT
0,28973,3,730503,Polombangkeng Selatan,KAB. TAKALAR,SULAWESI SELATAN
0,29425,3,150208,Tabir Selatan,KAB. MERANGIN,JAMBI
0,19964,2,140511,Bandar Sei Kijang,KAB. PELALAWAN,RIAU
0,70397,7,180902,Negeri Katon,KAB. PESAWARAN,LAMPUNG
0,71154,7,350308,Watulimo,KAB. TRENGGALEK,JAWA TIMUR
0,50908,5,321322,Cikaum,KAB. SUBANG,JAWA BARAT
0,31050,3,640707,Barong Tongkok,KAB. KUTAI BARAT,KALIMANTAN TIMUR
0,20840,2,710201,Tondano Barat,KAB. MINAHASA,SULAWESI UTARA
0,31697,3,730806,Libureng,KAB. BONE,SULAWESI SELATAN
0,74045,7,320627,Cigalontang,KAB. TASIKMALAYA,JAWA BARAT
0,54198,5,352105,Geneng,KAB. NGAWI,JAWA TIMUR
0,32554,3,737301,Wara,KOTA PALOPO,SULAWESI SELATAN
0,65373,6,351415,Rembang,KAB. PASURUAN,JAWA TIMUR
0,43865,4,320616,Tanjungjaya,KAB. TASIKMALAYA,JAWA BARAT
0,34266,3,130102,Ranah Pesisir,KAB. PESISIR SELATAN,SUMATERA BARAT
0,69747,6,160213,Lempuing,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN
0,58280,5,351702,Gudo,KAB. JOMBANG,JAWA TIMUR
0,70328,6,331509,Ngaringan,KAB. GROBOGAN,JAWA TENGAH
0,23760,2,620306,Pulau Petak,KAB. KAPUAS,KALIMANTAN TENGAH
0,36186,3,352108,Padas,KAB. NGAWI,JAWA TIMUR
0,109331,9,330110,Gandrungmangu,KAB. CILACAP,JAWA TENGAH
0,36608,3,332515,Banyuputih,KAB. BATANG,JAWA TENGAH
0,25254,2,160913,Warkuk Ranau Selatan,KAB. OGAN KOMERING ULU SELATAN,SUMATERA SELATAN
0,50753,4,531808,Kodi Utara,KAB. SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
0,38550,3,352702,Torjun,KAB. SAMPANG,JAWA TIMUR
0,64660,5,321318,Cipunagara,KAB. SUBANG,JAWA BARAT
0,54019,4,160801,Martapura,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN
0,54575,4,352309,Parengan,KAB. TUBAN,JAWA TIMUR
0,41490,3,321204,Cikedung,KAB. INDRAMAYU,JAWA BARAT
0,42715,3,160503,Muara Kelingi,KAB. MUSI RAWAS,SUMATERA SELATAN
0,28835,2,730818,Ajangale,KAB. BONE,SULAWESI SELATAN
0,28937,2,160702,Banyuasin II,KAB. BANYUASIN,SUMATERA SELATAN
0,72481,5,180108,Katibung,KAB. LAMPUNG SELATAN,LAMPUNG
0,29000,2,170209,Curup,KAB. REJANG LEBONG,BENGKULU
0,87039,6,320510,Kadungora,KAB. GARUT,JAWA BARAT
0,101769,7,332913,Tanjung,KAB. BREBES,JAWA TENGAH
0,43717,3,620309,Mantangai,KAB. KAPUAS,KALIMANTAN TENGAH
0,60217,4,330812,Kajoran,KAB. MAGELANG,JAWA TENGAH
0,75279,5,351422,Lekok,KAB. PASURUAN,JAWA TIMUR
0,30731,2,140914,Sentajo Raya,KAB. KUANTAN SINGINGI,RIAU
0,76937,5,352705,Omben,KAB. SAMPANG,JAWA TIMUR
0,31506,2,531903,Lamba Leda,KAB. MANGGARAI TIMUR,NUSA TENGGARA TIMUR
0,47637,3,352207,Sugihwaras,KAB. BOJONEGORO,JAWA TIMUR
0,47946,3,180601,Kota Agung,KAB. TANGGAMUS,LAMPUNG
0,64694,4,720407,Baolan,KAB. TOLI TOLI,SULAWESI TENGAH
0,48567,3,352710,Robatal,KAB. SAMPANG,JAWA TIMUR
0,64949,4,337504,Pekalongan Selatan,KOTA PEKALONGAN,JAWA TENGAH
0,32690,2,160304,Gunung Megang,KAB. MUARA ENIM,SUMATERA SELATAN
0,49857,3,727106,Tatanga,KOTA PALU,SULAWESI TENGAH
0,69362,4,320205,Cisolok,KAB. SUKABUMI,JAWA BARAT
0,54159,3,330816,Pakis,KAB. MAGELANG,JAWA TENGAH
0,18769,1,130504,2 x 11 Enam Lingkuang,KAB. PADANG PARIAMAN,SUMATERA BARAT
0,39115,2,731308,Tanasitolo,KAB. WAJO,SULAWESI SELATAN
0,45103,2,350108,Bandar,KAB. PACITAN,JAWA TIMUR
0,53110,2,351308,Krucil,KAB. PROBOLINGGO,JAWA TIMUR
0,81283,3,352706,Kedungdung,KAB. SAMPANG,JAWA TIMUR
0,81428,3,611203,Sungai Ambawang,KAB. KUBU RAYA,KALIMANTAN BARAT
0,60088,2,351902,Dolopo,KAB. MADIUN,JAWA TIMUR
1,14843,3,130411,Padang Ganting,KAB. TANAH DATAR,SUMATERA BARAT
1,6216,1,150217,Pangkalan Jambu,KAB. MERANGIN,JAMBI
0,14382,2,710513,Tareran,KAB. MINAHASA SELATAN,SULAWESI UTARA
0,7432,1,710403,Rainis,KAB. KEPULAUAN TALAUD,SULAWESI UTARA
0,7935,1,810214,Kei Kecil Barat,KAB. MALUKU TENGGARA,MALUKU
0,8488,1,130904,Siberut Utara,KAB. KEPULAUAN MENTAWAI,SUMATERA BARAT
0,8621,1,750120,Biluhu,KAB. GORONTALO,GORONTALO
0,18624,2,720612,Wita Ponda,KAB. MOROWALI,SULAWESI TENGAH
0,11479,1,732616,Tondon,KAB. TORAJA UTARA,SULAWESI SELATAN
0,12688,1,820103,Ibu,KAB. HALMAHERA BARAT,MALUKU UTARA
0,13208,1,611105,Seponti,KAB. KAYONG UTARA,KALIMANTAN BARAT
0,14338,1,140508,Bunut,KAB. PELALAWAN,RIAU
0,14661,1,760109,Pedongga,KAB. MAMUJU UTARA,SULAWESI BARAT
0,14676,1,150219,Renah Pamenang,KAB. MERANGIN,JAMBI
0,34749,2,610403,Manis Mata,KAB. KETAPANG,KALIMANTAN BARAT
0,17540,1,610709,Teriak,KAB. BENGKAYANG,KALIMANTAN BARAT
0,18211,1,530107,Sulamu,KAB. KUPANG,NUSA TENGGARA TIMUR
0,18340,1,320244,Cidadap,KAB. SUKABUMI,JAWA BARAT
0,19253,1,150111,Air Hangat Timur,KAB. KERINCI,JAMBI
0,20304,1,610421,Air Upas,KAB. KETAPANG,KALIMANTAN BARAT
0,27617,1,360124,Patia,KAB. PANDEGLANG,BANTEN
0,30202,1,630804,Amuntai Selatan,KAB. HULU SUNGAI UTARA,KALIMANTAN SELATAN
0,31096,1,170309,Padang Jaya,KAB. BENGKULU UTARA,BENGKULU
0,35400,1,150306,Mandiangin,KAB. SAROLANGUN,JAMBI
0,76990,2,610801,Ngabang,KAB. LANDAK,KALIMANTAN BARAT
0,54213,1,810114,Salahutu,KAB. MALUKU TENGAH,MALUKU
1,72143,12,330905,Boyolali,KAB. BOYOLALI,JAWA TENGAH
1,16443,3,150408,Maro Sebo Ilir,KAB. BATANGHARI,JAMBI
1,5522,2,750311,Suwawa Timur,KAB. BONE BOLANGO,GORONTALO
1,31413,11,740114,Latambaga,KAB. KOLAKA,SULAWESI TENGGARA
2,60369,218,737101,Mariso,KOTA MAKASSAR,SULAWESI SELATAN
2,72433,99,337403,Semarang Timur,KOTA SEMARANG,JAWA TENGAH
2,49265,53,331024,Klaten Utara,KAB. KLATEN,JAWA TENGAH
2,79765,84,360305,Cisoka,KAB. TANGERANG,BANTEN
2,233810,223,360312,Pasar Kemis,KAB. TANGERANG,BANTEN
1,108371,77,360319,Panongan,KAB. TANGERANG,BANTEN
1,88501,34,330911,Ngemplak,KAB. BOYOLALI,JAWA TENGAH
1,22086,8,730404,Batang,KAB. JENEPONTO,SULAWESI SELATAN
1,48779,14,332420,Kaliwungu Selatan,KAB. KENDAL,JAWA TENGAH
1,37843,10,130403,Rambatan,KAB. TANAH DATAR,SUMATERA BARAT
1,66478,14,330218,Karanglewas,KAB. BANYUMAS,JAWA TENGAH
1,123011,18,320303,Cibeber,KAB. CIANJUR,JAWA BARAT
0,70861,9,510102,Mendoyo,KAB. JEMBRANA,BALI
2,344168,797,317203,Koja,KOTA ADM. JAKARTA UTARA,DKI JAKARTA
2,117744,203,167110,Kalidoni,KOTA PALEMBANG,SUMATERA SELATAN
0,38436,4,927103,Sorong Barat,KOTA SORONG,PAPUA BARAT
2,21043,115,750404,Marisa,KAB. PAHUWATO,GORONTALO
2,53626,206,510301,Kuta,KAB. BADUNG,BALI
2,128934,456,317104,Senen,KOTA ADM. JAKARTA PUSAT,DKI JAKARTA
2,31981,92,747103,Baruga,KOTA KENDARI,SULAWESI TENGGARA
2,100849,279,317101,Gambir,KOTA ADM. JAKARTA PUSAT,DKI JAKARTA
2,10252,28,620604,Pulau Malan,KAB. KATINGAN,KALIMANTAN TENGAH
2,307774,747,317502,Pulogadung,KOTA ADM. JAKARTA TIMUR,DKI JAKARTA
2,75437,174,910301,Sentani,KAB. JAYAPURA,P A P U A
2,271422,603,327501,Bekasi Timur,KOTA BEKASI,JAWA BARAT
2,200960,446,367404,Ciputat,KOTA TANGERANG SELATAN,BANTEN
2,326125,722,317503,Jatinegara,KOTA ADM. JAKARTA TIMUR,DKI JAKARTA
2,128282,283,917103,Abepura,KOTA JAYAPURA,P A P U A
2,3255,7,627105,Rakumpit,KOTA PALANGKARAYA,KALIMANTAN TENGAH
2,439936,945,317507,Duren Sawit,KOTA ADM. JAKARTA TIMUR,DKI JAKARTA
2,259614,544,317410,Pesanggrahan,KOTA ADM. JAKARTA SELATAN,DKI JAKARTA
2,156933,326,317407,Kebayoran Baru,KOTA ADM. JAKARTA SELATAN,DKI JAKARTA
2,203412,410,321607,Cibitung,KAB. BEKASI,JAWA BARAT
2,91442,183,357814,Tandes,KOTA SURABAYA,JAWA TIMUR
2,231882,457,317307,Pal Merah,KOTA ADM. JAKARTA BARAT,DKI JAKARTA
2,140597,276,647105,Balikpapan Selatan,KOTA BALIKPAPAN,KALIMANTAN TIMUR
2,141763,273,321619,Cikarang Selatan,KAB. BEKASI,JAWA BARAT
2,106199,198,327510,Jatisampurna,KOTA BEKASI,JAWA BARAT
2,136336,247,357808,Gubeng,KOTA SURABAYA,JAWA TIMUR
2,177124,317,517101,Denpasar Selatan,KOTA DENPASAR,BALI
2,21335,38,347104,Danurejan,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA
2,26436,47,147102,Pekanbaru Kota,KOTA PEKANBARU,RIAU
2,10810,19,347111,Pakualaman,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA
2,149192,259,367109,Cibodas,KOTA TANGERANG,BANTEN
2,14982,26,347110,Gondomanan,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA
