nama_provinsi,kode_provinsi,kode_kecamatan,nama_kecamatan,kode_kabupatenkota,nama_kabupatenkota,jumlah_penduduk,total,density,level_kerawanan
JAWA TENGAH,33,332111,Demak,33.21,KAB. DEMAK,109117,22,0.00020161844625493736,1
LAMPUNG,18,180213,Terusan Nunyai,18.02,KAB. LAMPUNG TENGAH,59527,12,0.0002015891948191577,1
JAWA BARAT,32,320246,Cimanggu,32.02,KAB. SUKABUMI,24814,5,0.00020149915370355444,1
KALIMANTAN BARAT,61,611101,Sukadana,61.11,KAB. KAYONG UTARA,29793,6,0.0002013895881582922,1
JAWA BARAT,32,320218,Kalapanunggal,32.02,KAB. SUKABUMI,49699,10,0.0002012112919777058,1
JAWA TIMUR,35,350201,Slahung,35.02,KAB. PONOROGO,54763,11,0.00020086554790643316,1
SULAWESI TENGGARA,74,747201,Betoambari,74.72,KOTA BAU BAU,19947,4,0.00020053140823181431,1
SUMATERA UTARA,12,121001,Rantau Utara,12.10,KAB. LABUHANBATU,99793,20,0.0002004148587576283,1
NUSA TENGGARA TIMUR,53,531304,Lebatukan,53.13,KAB. LEMBATA,9988,2,0.00020024028834601522,1
JAWA TIMUR,35,352112,Widodaren,35.21,KAB. NGAWI,74933,15,0.00020017882641826698,1
JAWA BARAT,32,321520,Tempuran,32.15,KAB. KARAWANG,64948,13,0.00020016012810248197,1
RIAU,14,140901,Kuantan Mudik,14.09,KAB. KUANTAN SINGINGI,25011,5,0.00019991203870297068,1
MALUKU UTARA,82,820416,Kasiruta Timur,82.04,KAB. HALMAHERA SELATAN,5007,1,0.00019972039145196724,1
PAPUA,91,910407,Wanggar,91.04,KAB. NABIRE,5019,1,0.00019924287706714485,1
SULAWESI TENGAH,72,720208,Lore Tengah,72.02,KAB. POSO,5020,1,0.00019920318725099602,1
LAMPUNG,18,180502,Menggala,18.05,KAB. TULANG BAWANG,50202,10,0.00019919525118521176,1
JAWA TIMUR,35,351122,Botolinggo,35.11,KAB. BONDOWOSO,30124,6,0.00019917673615721683,1
KALIMANTAN TENGAH,62,621206,Barito Tuhup Raya,62.12,KAB. MURUNG RAYA,5021,1,0.00019916351324437363,0
DAERAH ISTIMEWA YOGYAKARTA,34,340109,Girimulyo,34.01,KAB. KULON PROGO,25108,5,0.0001991397164250438,1
JAWA TIMUR,35,350521,Selorejo,35.05,KAB. BLITAR,40227,8,0.0001988714047778855,1
RIAU,14,140902,Kuantan Tengah,14.09,KAB. KUANTAN SINGINGI,50304,10,0.0001987913486005089,1
JAMBI,15,150608,Renah Mendaluh,15.06,KAB. TANJUNG JABUNG BARAT,15104,3,0.00019862288135593222,1
KALIMANTAN UTARA,65,650401,Sesayap,65.04,KAB. TANA TIDUNG,10071,2,0.0001985900109224506,1
SULAWESI TENGAH,72,720501,Momunu,72.05,KAB. BUOL,15111,3,0.0001985308715505261,1
SULAWESI TENGGARA,74,740504,Palangga,74.05,KAB. KONAWE SELATAN,15135,3,0.00019821605550049553,1
SUMATERA UTARA,12,120702,Tanjung Morawa,12.07,KAB. DELI SERDANG,216985,43,0.00019817038044104432,1
ACEH,11,117201,Sukakarya,11.72,KOTA SABANG,20189,4,0.00019812769329833078,1
KEPULAUAN RIAU,21,217203,Tanjung Pinang Kota,21.72,KOTA TANJUNG PINANG,20196,4,0.00019805902158843335,1
SUMATERA UTARA,12,120215,Muara,12.02,KAB. TAPANULI UTARA,15147,3,0.00019805902158843335,1
SUMATERA UTARA,12,120507,Stabat,12.05,KAB. LANGKAT,90896,18,0.0001980285161063193,1
JAWA TIMUR,35,351020,Sempu,35.10,KAB. BANYUWANGI,85872,17,0.00019796907024408422,1
SULAWESI UTARA,71,717203,Ranowulu,71.72,KOTA BITUNG,20213,4,0.00019789244545589471,1
JAWA TENGAH,33,332014,Kembang,33.20,KAB. JEPARA,70900,14,0.00019746121297602257,1
RIAU,14,147205,Medang Kampai,14.72,KOTA DUMAI,15216,3,0.0001971608832807571,1
KEPULAUAN BANGKA BELITUNG,19,190402,Pangkalan Baru,19.04,KAB. BANGKA TENGAH,40616,8,0.00019696671262556627,1
BALI,51,510604,Kintamani,51.06,KAB. BANGLI,116792,23,0.0001969312966641551,1
KALIMANTAN SELATAN,63,630409,Cerbon,63.04,KAB. BARITO KUALA,10157,2,0.00019690853598503495,0
JAWA TENGAH,33,330919,Juwangi,33.09,KAB. BOYOLALI,35553,7,0.00019688915140775743,1
JAWA TIMUR,35,350720,Ngajum,35.07,KAB. MALANG,50805,10,0.00019683102056884165,1
MALUKU UTARA,82,820204,Weda Utara,82.02,KAB. HALMAHERA TENGAH,5081,1,0.000196811651249754,0
GORONTALO,75,750117,Limboto Barat,75.01,KAB. GORONTALO,25406,5,0.00019680390458946706,1
JAWA TENGAH,33,330814,Bandongan,33.08,KAB. MAGELANG,61085,12,0.00019644757305394123,1
MALUKU UTARA,82,820401,Pulau Makian,82.04,KAB. HALMAHERA SELATAN,10181,2,0.00019644435713584126,0
KALIMANTAN TENGAH,62,620214,Telawang,62.02,KAB. KOTAWARINGIN TIMUR,15275,3,0.00019639934533551554,1
SUMATERA UTARA,12,121601,Parlilitan,12.16,KAB. HUMBANG HASUNDUTAN,20376,4,0.00019630938358853554,1
SUMATERA UTARA,12,120213,Pangaribuan,12.02,KAB. TAPANULI UTARA,30594,6,0.00019611688566385565,1
SUMATERA UTARA,12,121408,Lolowau,12.14,KAB. NIAS SELATAN,10203,2,0.00019602077820248947,0
LAMPUNG,18,187113,Kemiling,18.71,KOTA BANDAR LAMPUNG,86753,17,0.00019595864119972795,1
JAWA TENGAH,33,330304,Kaligondang,33.03,KAB. PURBALINGGA,66341,13,0.00019595725117197509,1
JAWA TIMUR,35,351718,Bandarkedungmulyo,35.17,KAB. JOMBANG,51059,10,0.00019585185765486985,1
SULAWESI TENGAH,72,720220,Pamona Barat,72.02,KAB. POSO,10232,2,0.00019546520719311962,1
NUSA TENGGARA TIMUR,53,530506,Pantar,53.05,KAB. ALOR,10235,2,0.00019540791402051784,1
JAWA BARAT,32,321319,Cijambe,32.13,KAB. SUBANG,40970,8,0.0001952648279228704,1
SUMATERA UTARA,12,120607,Juhar,12.06,KAB. KARO,15371,3,0.00019517272786415978,1
SUMATERA UTARA,12,122506,Mandrehe Utara,12.25,KAB. NIAS BARAT,10262,2,0.00019489378288832586,0
SULAWESI TENGGARA,74,740118,Tanggetada,74.01,KAB. KOLAKA,15397,3,0.0001948431512632331,1
SULAWESI UTARA,71,710803,Bolangitang Timur,71.08,KAB. BOLAANG MONGONDOW UTARA,15407,3,0.00019471668722009477,1
JAWA TIMUR,35,352315,Semanding,35.23,KAB. TUBAN,112986,22,0.00019471438939337618,1
JAWA BARAT,32,321001,Lemahsugih,32.10,KAB. MAJALENGKA,61651,12,0.00019464404470324894,1
JAWA TIMUR,35,351312,Paiton,35.13,KAB. PROBOLINGGO,66812,13,0.00019457582470214932,1
JAWA TIMUR,35,352423,Tikung,35.24,KAB. LAMONGAN,46285,9,0.0001944474451766231,1
JAWA BARAT,32,320434,Solokanjeruk,32.04,KAB. BANDUNG,87430,17,0.00019444126729955394,1
SUMATERA SELATAN,16,160321,Kelekar,16.03,KAB. MUARA ENIM,10288,2,0.00019440124416796267,1
SUMATERA UTARA,12,127505,Binjai Selatan,12.75,KOTA BINJAI,56604,11,0.00019433255600310933,1
SULAWESI TENGGARA,74,740704,Binongko,74.07,KAB. WAKATOBI,10306,2,0.00019406171162429653,1
BANTEN,36,360218,Cibadak,36.02,KAB. LEBAK,66996,13,0.00019404143530957072,1
JAWA TIMUR,35,351412,Gempol,35.14,KAB. PASURUAN,128871,25,0.00019399244205445756,1
SUMATERA UTARA,12,121706,Sianjar Mula Mula,12.17,KAB. SAMOSIR,10313,2,0.0001939299912731504,1
JAWA TENGAH,33,332613,Kedungwuni,33.26,KAB. PEKALONGAN,97975,19,0.0001939270221995407,1
KALIMANTAN SELATAN,63,630401,Tabunganen,63.04,KAB. BARITO KUALA,20637,4,0.0001938266220865436,1
SULAWESI UTARA,71,717101,Bunaken,71.71,KOTA MANADO,25802,5,0.00019378342764126813,1
ACEH,11,110715,Peukan Baro,11.07,KAB. PIDIE,20649,4,0.0001937139813066008,1
JAWA BARAT,32,321707,Cipatat,32.17,KAB. BANDUNG BARAT,134277,26,0.00019362958660083262,1
KALIMANTAN TENGAH,62,620204,Parenggean,62.02,KAB. KOTAWARINGIN TIMUR,25852,5,0.0001934086337614111,1
ACEH,11,110419,Jagong Jeget,11.04,KAB. ACEH TENGAH,10343,2,0.00019336749492410325,1
JAMBI,15,150905,Sumay,15.09,KAB. TEBO,20689,4,0.00019333945574943206,1
SUMATERA SELATAN,16,160211,Tulung Selapan,16.02,KAB. OGAN KOMERING ILIR,41390,8,0.00019328340178787146,1
SUMATERA BARAT,13,130702,Guguak,13.07,KAB. LIMA PULUH KOTA,36263,7,0.00019303422220996608,1
SULAWESI SELATAN,73,731012,Tondong Tallasa,73.10,KAB. PANGKAJENE KEPULAUAN,10373,2,0.00019280825219319386,1
KALIMANTAN SELATAN,63,630507,Bakarangan,63.05,KAB. TAPIN,10374,2,0.000192789666473877,1
SULAWESI UTARA,71,710705,Tombatu,71.07,KAB. MINAHASA TENGGARA,10374,2,0.000192789666473877,1
LAMPUNG,18,181308,Krui Selatan,18.13,KAB. PESISIR BARAT,10381,2,0.00019265966669877662,0
JAWA TENGAH,33,331505,Geyer,33.15,KAB. GROBOGAN,67597,13,0.00019231622705149636,1
JAWA TIMUR,35,352101,Sine,35.21,KAB. NGAWI,46807,9,0.0001922789326382806,1
KALIMANTAN BARAT,61,610514,Serawai,61.05,KAB. SINTANG,20808,4,0.00019223375624759708,1
LAMPUNG,18,180104,Natar,18.01,KAB. LAMPUNG SELATAN,187418,36,0.00019208400473807213,1
ACEH,11,110712,Muara Tiga,11.07,KAB. PIDIE,20828,4,0.00019204916458613405,1
SUMATERA UTARA,12,120107,Tapian Nauli,12.01,KAB. TAPANULI TENGAH,20836,4,0.0001919754271453254,1
JAMBI,15,150220,Pamenang Selatan,15.02,KAB. MERANGIN,10418,2,0.0001919754271453254,1
MALUKU UTARA,82,820404,Gane Barat,82.04,KAB. HALMAHERA SELATAN,10420,2,0.00019193857965451057,1
JAMBI,15,150510,Bahar Selatan,15.05,KAB. MUARO JAMBI,15642,3,0.00019179133103183735,1
JAWA TENGAH,33,331216,Kismantoro,33.12,KAB. WONOGIRI,41754,8,0.0001915984097331992,1
JAWA BARAT,32,320701,Ciamis,32.07,KAB. CIAMIS,99216,19,0.00019150137074665376,1
MALUKU,81,810401,Namlea,81.04,KAB. BURU,36559,7,0.0001914713203315189,1
LAMPUNG,18,187109,Telukbetung Utara,18.71,KOTA BANDAR LAMPUNG,57468,11,0.0001914108721375374,1
SUMATERA UTARA,12,120405,Hiliduho,12.04,KAB. NIAS,10453,2,0.00019133263178035013,1
JAWA BARAT,32,321111,Tanjungsari,32.11,KAB. SUMEDANG,83640,16,0.0001912960306073649,1
JAWA TENGAH,33,330205,Kebasen,33.02,KAB. BANYUMAS,67968,13,0.00019126647834274952,1
KALIMANTAN SELATAN,63,630607,Daha Selatan,63.06,KAB. HULU SUNGAI SELATAN,41881,8,0.00019101740646116378,1
SUMATERA UTARA,12,121320,Puncak Sorik Marapi,12.13,KAB. MANDAILING NATAL,10480,2,0.00019083969465648855,1
SUMATERA UTARA,12,121209,Lumban Julu,12.12,KAB. TOBA SAMOSIR,10487,2,0.00019071231047964145,1
BENGKULU,17,177104,Muara Bangka Hulu,17.71,KOTA BENGKULU,47210,9,0.00019063757678457953,1
BALI,51,510706,Bebandem,51.07,KAB. KARANGASEM,57712,11,0.00019060160798447463,1
SUMATERA UTARA,12,120912,Simpang Empat,12.09,KAB. ASAHAN,47241,9,0.00019051247856734617,1
JAWA BARAT,32,321324,Sukasari,32.13,KAB. SUBANG,42007,8,0.00019044444973456804,1
JAWA TENGAH,33,330102,Kesugihan,33.01,KAB. CILACAP,131283,25,0.0001904283113579062,1
JAWA TENGAH,33,331709,Kaliori,33.17,KAB. REMBANG,42032,8,0.00019033117624666921,1
JAWA TIMUR,35,352704,Camplong,35.27,KAB. SAMPANG,78852,15,0.00019022979759549536,1
SUMATERA UTARA,12,122009,Hulu Sihapas,12.20,KAB. PADANG LAWAS UTARA,5257,1,0.00019022256039566293,1
JAWA TENGAH,33,331613,Kunduran,33.16,KAB. BLORA,68359,13,0.0001901724718032739,1
SULAWESI SELATAN,73,730209,Ujungloe,73.02,KAB. BULUKUMBA,47328,9,0.00019016227180527383,1
JAWA TIMUR,35,350923,Mumbulsari,35.09,KAB. JEMBER,68371,13,0.00019013909406034722,1
LAMPUNG,18,180225,Way Seputih,18.02,KAB. LAMPUNG TENGAH,21068,4,0.00018986140117714068,1
LAMPUNG,18,187116,Langkapura,18.71,KOTA BANDAR LAMPUNG,42195,8,0.00018959592368764073,1
KALIMANTAN BARAT,61,617102,Pontianak Timur,61.71,KOTA PONTIANAK,105520,20,0.00018953752843062926,1
KALIMANTAN BARAT,61,610601,Putussibau Utara,61.06,KAB. KAPUAS HULU,26388,5,0.00018948006669698348,1
JAWA TIMUR,35,350704,Sumbermanjing Wetan,35.07,KAB. MALANG,95082,18,0.00018931027954817946,1
BANTEN,36,360417,Carenang,36.04,KAB. SERANG,36989,7,0.00018924545135040147,1
JAWA TENGAH,33,330121,Cilacap Selatan,33.01,KAB. CILACAP,84549,16,0.0001892393759831577,1
SUMATERA SELATAN,16,160605,Sanga Desa,16.06,KAB. MUSI BANYUASIN,31737,6,0.0001890537858020607,1
JAWA TIMUR,35,350821,Sumbersuko,35.08,KAB. LUMAJANG,37034,7,0.00018901549927094022,1
JAWA BARAT,32,321103,Darmaraja,32.11,KAB. SUMEDANG,37048,7,0.00018894407255452386,1
JAWA BARAT,32,320517,Bayongbong,32.05,KAB. GARUT,89994,17,0.00018890148232104362,1
JAWA BARAT,32,321410,Pasawahan,32.14,KAB. PURWAKARTA,47657,9,0.00018884948695889378,1
SULAWESI SELATAN,73,730909,Simbang,73.09,KAB. MAROS,26487,5,0.00018877185034167705,1
JAWA TIMUR,35,351304,Bantaran,35.13,KAB. PROBOLINGGO,42387,8,0.00018873711279401704,1
GORONTALO,75,750411,Wanggarasi,75.04,KAB. PAHUWATO,5304,1,0.0001885369532428356,1
JAWA BARAT,32,321114,Cimanggung,32.11,KAB. SUMEDANG,84910,16,0.00018843481333176304,1
LAMPUNG,18,187112,Sukabumi,18.71,KOTA BANDAR LAMPUNG,74302,14,0.0001884202309493688,1
SUMATERA UTARA,12,121502,Kerajaan,12.15,KAB. PAKPAK BHARAT,10621,2,0.00018830618585820544,0
JAWA BARAT,32,321330,Pusakajaya,32.13,KAB. SUBANG,47827,9,0.00018817822568841866,1
JAWA BARAT,32,320936,Plered,32.09,KAB. CIREBON,53176,10,0.00018805476154656236,1
KALIMANTAN TENGAH,62,620312,Kapuas Hulu,62.03,KAB. KAPUAS,10636,2,0.000188040616773223,1
SUMATERA UTARA,12,121809,Dolok Masihul,12.18,KAB. SERDANG BEDAGAI,53218,10,0.00018790634747641776,1
NUSA TENGGARA TIMUR,53,530705,Alok,53.07,KAB. SIKKA,31931,6,0.00018790517052394225,1
JAWA TENGAH,33,332008,Bangsri,33.20,KAB. JEPARA,101176,19,0.00018779157112358663,1
JAWA TENGAH,33,332501,Wonotunggal,33.25,KAB. BATANG,37276,7,0.00018778838931215796,1
JAWA TIMUR,35,352111,Kedunggalar,35.21,KAB. NGAWI,74561,14,0.00018776572202626037,1
KALIMANTAN TIMUR,64,640104,Tanah Grogot,64.01,KAB. PASER,74575,14,0.00018773047267851156,1
JAWA BARAT,32,320926,Ciwaringin,32.09,KAB. CIREBON,37328,7,0.00018752678954136304,1
JAWA TENGAH,33,332005,Batealit,33.20,KAB. JEPARA,85329,16,0.00018750952196791242,1
SUMATERA UTARA,12,127504,Binjai Timur,12.75,KOTA BINJAI,64008,12,0.00018747656542932134,1
JAWA BARAT,32,320120,Parung Panjang,32.01,KAB. BOGOR,101364,19,0.00018744327374610315,1
JAWA TIMUR,35,352802,Pademawu,35.28,KAB. PAMEKASAN,85403,16,0.00018734704869852347,1
JAWA BARAT,32,320433,Majalaya,32.04,KAB. BANDUNG,160465,30,0.000186956657214969,1
SUMATERA SELATAN,16,160306,Gelumbang,16.03,KAB. MUARA ENIM,58854,11,0.00018690318415060997,1
BANTEN,36,360433,Gunung Sari,36.04,KAB. SERANG,21413,4,0.00018680240975108578,1
RIAU,14,140109,Kampar Kiri Hulu,14.01,KAB. KAMPAR,10722,2,0.00018653236336504383,1
KALIMANTAN SELATAN,63,631002,Kusan Hilir,63.10,KAB. TANAH BUMBU,48261,9,0.00018648598247031765,1
BANTEN,36,367304,Curug,36.73,KOTA SERANG,53625,10,0.00018648018648018648,1
GORONTALO,75,750505,Tolinggula,75.05,KAB. GORONTALO UTARA,10726,2,0.00018646280067126608,1
JAWA BARAT,32,321504,Ciampel,32.15,KAB. KARAWANG,42941,8,0.00018630213548822804,1
JAWA TIMUR,35,351403,Puspo,35.14,KAB. PASURUAN,26851,5,0.00018621280399240252,1
JAWA TENGAH,33,330307,Kutasari,33.03,KAB. PURBALINGGA,64488,12,0.00018608113137327876,1
MALUKU,81,810109,Banda,81.01,KAB. MALUKU TENGAH,21518,4,0.00018589088205223534,1
LAMPUNG,18,180215,Bekri,18.02,KAB. LAMPUNG TENGAH,32282,6,0.0001858620903289759,1
JAWA BARAT,32,327904,Langensari,32.79,KOTA BANJAR,59219,11,0.00018575119471791148,1
ACEH,11,110101,Bakongan,11.01,KAB. ACEH SELATAN,5386,1,0.0001856665428889714,0
SUMATERA UTARA,12,127302,Sibolga Kota,12.73,KOTA SIBOLGA,16170,3,0.00018552875695732838,1
SUMATERA UTARA,12,120120,Sarudik,12.01,KAB. TAPANULI TENGAH,21600,4,0.00018518518518518518,1
JAWA TENGAH,33,332215,Pringapus,33.22,KAB. SEMARANG,54021,10,0.00018511319671979414,1
JAWA TENGAH,33,337503,Pekalongan Utara,33.75,KOTA PEKALONGAN,81094,15,0.00018497052802920067,1
JAWA TIMUR,35,351719,Jogoroto,35.17,KAB. JOMBANG,70350,13,0.00018479033404406538,1
JAWA TENGAH,33,332816,Suradadi,33.28,KAB. TEGAL,92063,17,0.00018465615936912765,1
JAWA BARAT,32,321019,Palasah,32.10,KAB. MAJALENGKA,54169,10,0.0001846074322952242,1
MALUKU UTARA,82,820203,Pulau Gebe,82.02,KAB. HALMAHERA TENGAH,5423,1,0.00018439977872026554,1
JAWA TENGAH,33,332104,Sayung,33.21,KAB. DEMAK,103041,19,0.00018439262041323356,1
JAWA TIMUR,35,351019,Songgon,35.10,KAB. BANYUWANGI,59670,11,0.00018434724317077257,1
SUMATERA UTARA,12,127602,Rambutan,12.76,KOTA TEBING TINGGI,37982,7,0.00018429782528566163,1
JAWA TIMUR,35,351012,Singojuruh,35.10,KAB. BANYUWANGI,54281,10,0.00018422652493506016,1
KEPULAUAN BANGKA BELITUNG,19,190104,Mendo Barat,19.01,KAB. BANGKA,48853,9,0.00018422614783124885,1
MALUKU,81,810306,Yaru,81.03,KAB. MALUKU TENGGARA BARAT,5433,1,0.00018406037180195104,0
JAWA TIMUR,35,352017,Nguntoronadi,35.20,KAB. MAGETAN,21733,4,0.00018405190263654352,1
NUSA TENGGARA TIMUR,53,530701,Paga,53.07,KAB. SIKKA,16308,3,0.0001839587932303164,1
JAWA BARAT,32,320930,Gebang,32.09,KAB. CIREBON,65233,12,0.00018395597320374656,1
BANTEN,36,360130,Mekarjaya,36.01,KAB. PANDEGLANG,21762,4,0.00018380663541953864,1
SULAWESI TENGAH,72,720502,Lakea,72.05,KAB. BUOL,10888,2,0.0001836884643644379,1
JAWA TENGAH,33,330411,Rakit,33.04,KAB. BANJARNEGARA,54489,10,0.00018352327992805887,1
KALIMANTAN UTARA,65,650106,Tanjung Palas Tengah,65.01,KAB. BULUNGAN,10899,2,0.00018350307367648408,1
KEPULAUAN BANGKA BELITUNG,19,190405,Namang,19.04,KAB. BANGKA TENGAH,16351,3,0.0001834750168185432,1
SULAWESI UTARA,71,710220,Kakas Barat,71.02,KAB. MINAHASA,10904,2,0.00018341892883345562,0
JAWA TIMUR,35,352118,Gerih,35.21,KAB. NGAWI,38176,7,0.0001833612740989103,1
JAWA TENGAH,33,330605,Kaligesing,33.06,KAB. PURWOREJO,32723,6,0.00018335727164379794,1
SULAWESI TENGGARA,74,741108,Uluiwoi,74.11,KAB. KOLAKA TIMUR,5454,1,0.00018335166850018335,0
NUSA TENGGARA BARAT,52,520702,Taliwang,52.07,KAB. SUMBAWA BARAT,54615,10,0.00018309988098507736,1
SULAWESI SELATAN,73,731703,Suli,73.17,KAB. LUWU,21855,4,0.00018302447952413636,1
RIAU,14,147204,Sungai Sembilan,14.72,KOTA DUMAI,38283,7,0.00018284878405558602,1
SUMATERA UTARA,12,121508,Siempat Rube,12.15,KAB. PAKPAK BHARAT,5473,1,0.0001827151470856934,1
KALIMANTAN BARAT,61,610310,Tayan Hulu,61.03,KAB. SANGGAU,38331,7,0.00018261981164070858,1
JAWA BARAT,32,320506,Banyuresmi,32.05,KAB. GARUT,82182,15,0.0001825217200846901,1
JAMBI,15,150408,Maro Sebo Ilir,15.04,KAB. BATANGHARI,16443,3,0.00018244845831052726,1
JAWA BARAT,32,321516,Tirtamulya,32.15,KAB. KARAWANG,49362,9,0.00018232648596086057,1
ACEH,11,117405,Langsa Baro,11.74,KOTA LANGSA,54878,10,0.00018222238419767485,1
NUSA TENGGARA TIMUR,53,530320,Insana Barat,53.03,KAB. TIMOR TENGAH UTARA,10977,2,0.0001821991436640248,1
KALIMANTAN TIMUR,64,640210,Kembang Janggut,64.02,KAB. KUTAI KARTANEGARA,21971,4,0.00018205816758454327,1
KALIMANTAN BARAT,61,610612,Batang Lupar,61.06,KAB. KAPUAS HULU,5493,1,0.0001820498816675769,1
SUMATERA UTARA,12,127503,Binjai Barat,12.75,KOTA BINJAI,49457,9,0.00018197626220757426,1
JAWA TIMUR,35,350202,Ngrayun,35.02,KAB. PONOROGO,60461,11,0.00018193546252956452,1
JAWA TIMUR,35,351602,Gondang,35.16,KAB. MOJOKERTO,44029,8,0.00018169842603738446,1
KALIMANTAN TENGAH,62,620101,Kumai,62.01,KAB. KOTAWARINGIN BARAT,49552,9,0.00018162738133677752,1
SUMATERA UTARA,12,121804,Sei Rampah,12.18,KAB. SERDANG BEDAGAI,71586,13,0.00018159975414187133,1
JAMBI,15,150305,Pelawan,15.03,KAB. SAROLANGUN,33041,6,0.00018159256681093188,1
PAPUA BARAT,92,920108,Klamono,92.01,KAB. SORONG,5508,1,0.00018155410312273057,1
JAMBI,15,150309,Singkut,15.03,KAB. SAROLANGUN,38556,7,0.00018155410312273057,1
SULAWESI SELATAN,73,731006,Bungoro,73.10,KAB. PANGKAJENE KEPULAUAN,44077,8,0.0001815005558454523,1
SULAWESI SELATAN,73,732411,Wasuponda,73.24,KAB. LUWU TIMUR,22052,4,0.00018138944313440957,1
JAWA TIMUR,35,352703,Sampang,35.27,KAB. SAMPANG,121322,22,0.0001813356192611398,1
JAWA BARAT,32,321417,Kiarapedes,32.14,KAB. PURWAKARTA,27595,5,0.0001811922449719152,1
ACEH,11,110704,Delima,11.07,KAB. PIDIE,22083,4,0.00018113480958203144,1
SULAWESI BARAT,76,760102,Pasangkayu,76.01,KAB. MAMUJU UTARA,38672,7,0.0001810095159288374,1
JAWA TIMUR,35,351801,Sawahan,35.18,KAB. NGANJUK,38692,7,0.00018091595161790551,1
JAWA TENGAH,33,331409,Karangmalang,33.14,KAB. SRAGEN,71879,13,0.00018085949999304386,1
JAWA BARAT,32,321808,Kalipucang,32.18,KAB. PANGANDARAN,38713,7,0.0001808178131377057,1
JAWA TIMUR,35,350508,Wonotirto,35.05,KAB. BLITAR,38716,7,0.00018080380204566588,1
SUMATERA UTARA,12,120920,Kota Kisaran Timur,12.09,KAB. ASAHAN,83003,15,0.00018071635964965122,1
JAWA TIMUR,35,351313,Besuk,35.13,KAB. PROBOLINGGO,49805,9,0.00018070474851922497,1
JAWA BARAT,32,321325,Tambakdahan,32.13,KAB. SUBANG,44280,8,0.0001806684733514002,1
NUSA TENGGARA TIMUR,53,537103,Kelapa Lima,53.71,KOTA KUPANG,72003,13,0.00018054803272085887,1
JAWA TENGAH,33,330114,Majenang,33.01,KAB. CILACAP,138476,25,0.0001805366995002744,1
JAWA TIMUR,35,350309,Bendungan,35.03,KAB. TRENGGALEK,27715,5,0.00018040772145047808,1
BALI,51,510803,Busung biu,51.08,KAB. BULELENG,55441,10,0.00018037192691329522,1
KALIMANTAN TENGAH,62,621301,Dusun Timur,62.13,KAB. BARITO TIMUR,27765,5,0.00018008283810552856,1
JAWA TIMUR,35,352227,Sekar,35.22,KAB. BOJONEGORO,27771,5,0.00018004393071909547,1
JAWA TENGAH,33,332912,Losari,33.29,KAB. BREBES,133337,24,0.00017999505013612126,1
JAWA TENGAH,33,332616,Wiradesa,33.26,KAB. PEKALONGAN,61215,11,0.00017969451931716083,1
SUMATERA SELATAN,16,160512,Megang Sakti,16.05,KAB. MUSI RAWAS,55718,10,0.0001794752144728813,1
BENGKULU,17,170407,Nasal,17.04,KAB. KAUR,16720,3,0.00017942583732057416,1
JAWA TENGAH,33,330913,Simo,33.09,KAB. BOYOLALI,50219,9,0.00017921503813297755,1
JAWA TENGAH,33,332105,Karangtengah,33.21,KAB. DEMAK,66996,12,0.00017911517105498835,1
JAWA BARAT,32,320729,Cimaragas,32.07,KAB. CIAMIS,16752,3,0.00017908309455587392,1
SUMATERA BARAT,13,130513,Batang Gasan,13.05,KAB. PADANG PARIAMAN,11187,2,0.00017877893984088674,1
JAWA TENGAH,33,331404,Kedawung,33.14,KAB. SRAGEN,67168,12,0.00017865650309671272,1
JAMBI,15,150206,Pamenang,15.02,KAB. MERANGIN,33600,6,0.00017857142857142857,1
JAMBI,15,150817,Tanah Sepenggal Lintas,15.08,KAB. BUNGO,22401,4,0.0001785634569885273,1
JAWA TENGAH,33,332320,Gemawang,33.23,KAB. TEMANGGUNG,33612,6,0.0001785076758300607,1
JAWA TENGAH,33,331304,Jumantono,33.13,KAB. KARANGANYAR,50450,9,0.00017839444995044597,1
KALIMANTAN TENGAH,62,620202,Cempaga,62.02,KAB. KOTAWARINGIN TIMUR,22426,4,0.00017836439846606616,0
NUSA TENGGARA BARAT,52,520204,Pujut,52.02,KAB. LOMBOK TENGAH,117887,21,0.0001781366902202957,1
JAWA TENGAH,33,331512,Grobogan,33.15,KAB. GROBOGAN,78624,14,0.00017806267806267807,1
KEPULAUAN RIAU,21,217109,Bengkong,21.71,KOTA BATAM,112342,20,0.00017802780794360078,1
BANTEN,36,360223,Curug bitung,36.02,KAB. LEBAK,33725,6,0.00017790956263899184,1
JAWA TENGAH,33,332309,Ngadirejo,33.23,KAB. TEMANGGUNG,56233,10,0.0001778315224156634,1
SUMATERA UTARA,12,120814,Purba,12.08,KAB. SIMALUNGUN,28134,5,0.00017772090708750979,1
NUSA TENGGARA BARAT,52,520405,Alas,52.04,KAB. SUMBAWA,33762,6,0.00017771459036786921,1
ACEH,11,110602,Lhoknga,11.06,KAB. ACEH BESAR,16882,3,0.00017770406349958536,1
KALIMANTAN UTARA,65,650208,Malinau Barat,65.02,KAB. MALINAU,11255,2,0.00017769880053309641,1
DKI JAKARTA,31,310101,Kepulauan Seribu Utara,31.01,KAB. ADM. KEP. SERIBU,16884,3,0.00017768301350390902,1
JAWA BARAT,32,327810,Purbaratu,32.78,KOTA TASIKMALAYA,45048,8,0.0001775883502042266,1
SULAWESI UTARA,71,710210,Langowan Barat,71.02,KAB. MINAHASA,16898,3,0.0001775358030536158,1
