nama_provinsi,kode_provinsi,kode_kecamatan,nama_kecamatan,kode_kabupatenkota,nama_kabupatenkota,jumlah_penduduk,total,density,level_kerawanan
ACEH,11,110623,Blang Bintang,11.06,KAB. ACEH BESAR,11270,2,0.0001774622892635315,1
ACEH,11,110905,Teluk Dalam,11.09,KAB. SIMEULUE,5647,1,0.00017708517797060386,1
SUMATERA BARAT,13,130515,2 x 11 Kayu Tanam,13.05,KAB. PADANG PARIAMAN,28259,5,0.000176934781839414,1
JAWA TIMUR,35,350306,Karangan,35.03,KAB. TRENGGALEK,50890,9,0.00017685203379838867,1
JAWA TENGAH,33,331504,Toroh,33.15,KAB. GROBOGAN,118773,21,0.00017680786037230684,1
JAWA BARAT,32,320507,Samarang,32.05,KAB. GARUT,67876,12,0.00017679297542577642,1
JAWA TENGAH,33,331807,Batangan,33.18,KAB. PATI,45252,8,0.00017678776628657296,1
KALIMANTAN BARAT,61,610804,Mandor,61.08,KAB. LANDAK,34015,6,0.00017639276789651625,1
JAWA TIMUR,35,352405,Babat,35.24,KAB. LAMONGAN,90784,16,0.00017624250969333803,1
SUMATERA SELATAN,16,161011,Rantau Panjang,16.10,KAB. OGAN ILIR,17031,3,0.00017614937466971993,1
JAWA TIMUR,35,350626,Badas,35.06,KAB. KEDIRI,68130,12,0.00017613386173491853,1
NUSA TENGGARA BARAT,52,520503,Hu'u,52.05,KAB. DOMPU,17041,3,0.00017604600668974824,0
JAWA BARAT,32,321801,Parigi,32.18,KAB. PANGANDARAN,45450,8,0.00017601760176017602,1
SUMATERA UTARA,12,121202,Laguboti,12.12,KAB. TOBA SAMOSIR,22738,4,0.00017591696719148562,1
RIAU,14,140315,Talang Muandau,14.03,KAB. BENGKALIS,22740,4,0.00017590149516270889,1
JAWA TIMUR,35,351102,Tamanan,35.11,KAB. BONDOWOSO,39827,7,0.00017576016270369347,1
JAWA BARAT,32,320430,Pacet,32.04,KAB. BANDUNG,114075,20,0.00017532325224632917,1
SUMATERA BARAT,13,130607,Ampek Angkek,13.06,KAB. AGAM,45636,8,0.00017530020159523183,1
SULAWESI TENGAH,72,721202,Petasia Timur,72.12,KAB. MOROWALI UTARA,17121,3,0.00017522340984755565,1
KEPULAUAN RIAU,21,210115,Seri Kuala Lobam,21.01,KAB. BINTAN,17152,3,0.00017490671641791044,1
SULAWESI SELATAN,73,730201,Gantorang,73.02,KAB. BULUKUMBA,80091,14,0.0001748011636763182,1
MALUKU UTARA,82,820502,Sanana,82.05,KAB. KEPULAUAN SULA,34333,6,0.00017475897824250722,1
JAWA TIMUR,35,350931,Sumberjambe,35.09,KAB. JEMBER,62968,11,0.00017469190700038114,1
JAMBI,15,150403,Muara Bulian,15.04,KAB. BATANGHARI,68710,12,0.00017464706738466016,1
JAWA TIMUR,35,350806,Kunir,35.08,KAB. LUMAJANG,57283,10,0.0001745718625072011,1
SUMATERA UTARA,12,127202,Siantar Barat,12.72,KOTA PEMATANGSIANTAR,40108,7,0.00017452877231475018,1
SUMATERA UTARA,12,120722,Deli Tua,12.07,KAB. DELI SERDANG,57384,10,0.00017426460337376272,1
JAWA TENGAH,33,330409,Banjarmangu,33.04,KAB. BANJARNEGARA,45920,8,0.00017421602787456446,1
JAWA TIMUR,35,352222,Margomulyo,35.22,KAB. BOJONEGORO,22973,4,0.00017411744221477386,1
SULAWESI TENGGARA,74,740225,Meluhu,74.02,KAB. KONAWE,5744,1,0.00017409470752089137,1
JAWA TIMUR,35,351203,Suboh,35.12,KAB. SITUBONDO,28722,5,0.0001740825847782188,1
SULAWESI UTARA,71,710204,Kombi,71.02,KAB. MINAHASA,11489,2,0.00017407955435634086,1
KALIMANTAN SELATAN,63,630510,Lokpaikat,63.05,KAB. TAPIN,11497,2,0.00017395842393667913,1
KALIMANTAN TIMUR,64,640305,Tanjung Redeb,64.03,KAB. BERAU,69056,12,0.00017377201112140871,1
SUMATERA SELATAN,16,167304,Lubuk Linggau Utara I,16.73,KOTA LUBUK LINGGAU,17267,3,0.0001737418196559912,1
JAWA TIMUR,35,351416,Kraton,35.14,KAB. PASURUAN,86380,15,0.00017365130817318823,1
GORONTALO,75,750510,Biau,75.05,KAB. GORONTALO UTARA,5762,1,0.00017355085039916696,1
JAWA TIMUR,35,351004,Tegaldlimo,35.10,KAB. BANYUWANGI,69147,12,0.00017354332075144257,1
JAWA BARAT,32,320908,Susukan Lebak,32.09,KAB. CIREBON,40359,7,0.00017344334596991996,1
KALIMANTAN SELATAN,63,630215,Sungaidurian,63.02,KAB. KOTABARU,11535,2,0.00017338534893801473,1
JAWA BARAT,32,321809,Pangandaran,32.18,KAB. PANGANDARAN,57698,10,0.00017331623279836388,1
BANTEN,36,360212,Sajira,36.02,KAB. LEBAK,51938,9,0.00017328353036312526,1
BANTEN,36,360407,Bojonegara,36.04,KAB. SERANG,46185,8,0.00017321641225506116,1
KALIMANTAN TENGAH,62,620905,Menthobi Raya,62.09,KAB. LAMANDAU,11553,2,0.00017311520817103783,1
JAWA BARAT,32,327804,Indihiang,32.78,KOTA TASIKMALAYA,57826,10,0.00017293259087607652,1
JAWA BARAT,32,321024,Kasokandel,32.10,KAB. MAJALENGKA,52119,9,0.0001726817475392851,1
KALIMANTAN TIMUR,64,647205,Samarinda Utara,64.72,KOTA SAMARINDA,98457,17,0.00017266420874087165,1
SULAWESI SELATAN,73,731207,Ganra,73.12,KAB. SOPPENG,11592,2,0.0001725327812284334,1
JAWA TIMUR,35,352203,Ngambon,35.22,KAB. BOJONEGORO,11602,2,0.00017238407171177384,1
BENGKULU,17,170410,Luas,17.04,KAB. KAUR,5802,1,0.0001723543605653223,1
JAWA BARAT,32,321507,Kutawaluya,32.15,KAB. KARAWANG,58020,10,0.0001723543605653223,1
NUSA TENGGARA TIMUR,53,530306,Biboki Utara,53.03,KAB. TIMOR TENGAH UTARA,11615,2,0.00017219113215669393,1
SULAWESI SELATAN,73,730604,Tinggimoncong,73.06,KAB. GOWA,23230,4,0.00017219113215669393,1
JAWA TENGAH,33,332907,Jatibarang,33.29,KAB. BREBES,87130,15,0.00017215654768736372,1
RIAU,14,140910,Logas Tanah Darat,14.09,KAB. KUANTAN SINGINGI,23239,4,0.00017212444597443951,1
JAWA BARAT,32,320505,Tarogong Kidul,32.05,KAB. GARUT,104582,18,0.00017211374806372034,1
JAWA BARAT,32,321120,Tanjungkerta,32.11,KAB. SUMEDANG,34865,6,0.0001720923562311774,1
JAMBI,15,150302,Limun,15.03,KAB. SAROLANGUN,17449,3,0.0001719296234741246,1
KALIMANTAN TENGAH,62,620212,Seranau,62.02,KAB. KOTAWARINGIN TIMUR,11635,2,0.00017189514396218306,1
JAWA TENGAH,33,330418,Kalibening,33.04,KAB. BANJARNEGARA,46544,8,0.00017188037126160193,1
MALUKU,81,817201,Pulau Dullah Utara,81.72,KOTA TUAL,23281,4,0.0001718139255186633,1
JAWA TENGAH,33,331506,Pulokulon,33.15,KAB. GROBOGAN,110632,19,0.00017174054523103622,1
JAWA BARAT,32,320425,Cicalengka,32.04,KAB. BANDUNG,122322,21,0.00017167803011723158,1
GORONTALO,75,750316,Bulango Timur,75.03,KAB. BONE BOLANGO,5833,1,0.00017143836790673754,1
JAMBI,15,150120,Bukitkerman,15.01,KAB. KERINCI,11673,2,0.0001713355606956224,1
SUMATERA UTARA,12,121701,Simanindo,12.17,KAB. SAMOSIR,23348,4,0.00017132088401576153,1
SULAWESI SELATAN,73,731205,Marioriawa,73.12,KAB. SOPPENG,29205,5,0.0001712035610340695,1
SUMATERA BARAT,13,137603,Payakumbuh Timur,13.76,KOTA PAYAKUMBUH,29214,5,0.00017115081810091052,1
JAWA TIMUR,35,351504,Porong,35.15,KAB. SIDOARJO,70180,12,0.00017098888572242806,1
JAWA TENGAH,33,332107,Dempet,33.21,KAB. DEMAK,58501,10,0.00017093724893591563,1
JAWA BARAT,32,320923,Klangenan,32.09,KAB. CIREBON,52676,9,0.00017085579770673552,1
KEPULAUAN RIAU,21,210506,Jemaja,21.05,KAB. KEPULAUAN ANAMBAS,5854,1,0.00017082336863682952,1
SULAWESI SELATAN,73,730702,Sinjai Selatan,73.07,KAB. SINJAI,41019,7,0.00017065262439357372,1
SUMATERA BARAT,13,137605,Payakumbuh Selatan,13.76,KOTA PAYAKUMBUH,11729,2,0.00017051752067524938,1
JAWA TIMUR,35,351721,Ngusikan,35.17,KAB. JOMBANG,23480,4,0.00017035775127768313,1
LAMPUNG,18,180905,Padang Cermin,18.09,KAB. PESAWARAN,29370,5,0.00017024174327545113,1
JAWA BARAT,32,320319,Tanggeung,32.03,KAB. CIANJUR,46995,8,0.0001702308756250665,1
BENGKULU,17,177103,Teluk Segara,17.71,KOTA BENGKULU,23508,4,0.00017015484090522376,1
JAWA TIMUR,35,351118,Sumberwringin,35.11,KAB. BONDOWOSO,35276,6,0.0001700873114865631,1
ACEH,11,117103,Meuraxa,11.71,KOTA BANDA ACEH,23559,4,0.0001697864934844433,1
NUSA TENGGARA TIMUR,53,530502,Alor Barat Laut,53.05,KAB. ALOR,23565,4,0.00016974326331423723,1
JAWA TENGAH,33,332114,Kebonagung,33.21,KAB. DEMAK,41277,7,0.00016958596797247863,1
JAWA TIMUR,35,351505,Jabon,35.15,KAB. SIDOARJO,53095,9,0.0001695074865806573,1
NUSA TENGGARA TIMUR,53,537104,Oebobo,53.71,KOTA KUPANG,100329,17,0.00016944253406293294,1
JAWA BARAT,32,320136,Tanjungsari,32.01,KAB. BOGOR,53127,9,0.0001694053870913095,1
SUMATERA UTARA,12,120733,Beringin,12.07,KAB. DELI SERDANG,59051,10,0.00016934514233459214,1
JAWA BARAT,32,327809,Bungursari,32.78,KOTA TASIKMALAYA,59064,10,0.0001693078694297711,1
SULAWESI TENGAH,72,721105,Labobo,72.11,KAB. BANGGAI LAUT,5907,1,0.00016929067208396818,0
SUMATERA BARAT,13,137303,Silungkang,13.73,KOTA SAWAHLUNTO,11820,2,0.00016920473773265651,1
SULAWESI TENGAH,72,721003,Nokilalaki,72.10,KAB. SIGI,5910,1,0.00016920473773265651,0
LAMPUNG,18,180321,Sungkai Barat,18.03,KAB. LAMPUNG UTARA,11820,2,0.00016920473773265651,1
KALIMANTAN TENGAH,62,621307,Paju Epat,62.13,KAB. BARITO TIMUR,5912,1,0.00016914749661705008,1
JAWA TENGAH,33,330901,Selo,33.09,KAB. BOYOLALI,29563,5,0.00016913033183371106,1
JAWA BARAT,32,321327,Dawuan,32.13,KAB. SUBANG,41417,7,0.00016901272424366806,1
SULAWESI TENGAH,72,720911,Batudaka,72.09,KAB. TOJO UNA UNA,5917,1,0.0001690045631232043,1
JAWA TENGAH,33,332709,Taman,33.27,KAB. PEMALANG,189460,32,0.0001689010873007495,1
NUSA TENGGARA TIMUR,53,530322,Biboki Tan Pah,53.03,KAB. TIMOR TENGAH UTARA,5922,1,0.00016886187098953058,1
SULAWESI SELATAN,73,730609,Bungaya,73.06,KAB. GOWA,17777,3,0.00016875738313551218,1
SUMATERA UTARA,12,120817,Dolok Batu Nanggar,12.08,KAB. SIMALUNGUN,47412,8,0.00016873365392727579,1
SULAWESI SELATAN,73,730706,Bulupoddo,73.07,KAB. SINJAI,17780,3,0.0001687289088863892,1
JAWA TIMUR,35,351115,Cermee,35.11,KAB. BONDOWOSO,47421,8,0.00016870163007950064,1
JAWA TENGAH,33,330207,Sumpiuh,33.02,KAB. BANYUMAS,59277,10,0.00016869949558850818,1
SULAWESI UTARA,71,717401,Kotamobagu Utara,71.74,KOTA KOTAMOBAGU,17794,3,0.00016859615600764303,1
KALIMANTAN TIMUR,64,640904,Sepaku,64.09,KAB. PENAJAM PASER UTARA,35592,6,0.00016857720836142953,1
SUMATERA UTARA,12,120512,Padang Tualang,12.05,KAB. LANGKAT,53410,9,0.00016850777008050927,1
SULAWESI TENGAH,72,720607,Menui Kepulauan,72.06,KAB. MOROWALI,11870,2,0.00016849199663016007,1
JAWA BARAT,32,320821,Cipicung,32.08,KAB. KUNINGAN,29694,5,0.00016838418535731125,1
JAWA BARAT,32,321008,Sukahaji,32.10,KAB. MAJALENGKA,47513,8,0.00016837497106055184,1
SUMATERA UTARA,12,120821,Pematang Bandar,12.08,KAB. SIMALUNGUN,41575,7,0.00016837041491280817,1
JAWA TIMUR,35,351812,Sukomoro,35.18,KAB. NGANJUK,47543,8,0.00016826872515407105,1
SUMATERA UTARA,12,120113,Sitahuis,12.01,KAB. TAPANULI TENGAH,5945,1,0.0001682085786375105,0
MALUKU,81,810219,Kei Kecil Timur Selatan,81.02,KAB. MALUKU TENGGARA,5950,1,0.0001680672268907563,1
MALUKU UTARA,82,820503,Sulabesi Barat,82.05,KAB. KEPULAUAN SULA,5952,1,0.00016801075268817206,1
KALIMANTAN SELATAN,63,630315,Martapura Timur,63.03,KAB. BANJAR,29770,5,0.00016795431642593214,1
BANTEN,36,360115,Cipeucang,36.01,KAB. PANDEGLANG,29787,5,0.00016785846174505656,0
JAWA BARAT,32,321320,Cipeundeuy,32.13,KAB. SUBANG,47665,8,0.00016783803629497534,1
BENGKULU,17,170702,Lebong Atas,17.07,KAB. LEBONG,5960,1,0.00016778523489932885,0
SUMATERA UTARA,12,120726,Percut Sei Tuan,12.07,KAB. DELI SERDANG,369576,62,0.00016775981124315432,1
JAWA TIMUR,35,351024,Licin,35.10,KAB. BANYUWANGI,29818,5,0.00016768394929237373,1
KALIMANTAN BARAT,61,610112,Tekarang,61.01,KAB. SAMBAS,17899,3,0.00016760712888988212,1
NUSA TENGGARA BARAT,52,520708,Maluk,52.07,KAB. SUMBAWA BARAT,11933,2,0.00016760244699572614,1
JAWA TENGAH,33,332016,Donorojo,33.20,KAB. JEPARA,59846,10,0.0001670955452327641,1
JAWA BARAT,32,320206,Cikidang,32.02,KAB. SUKABUMI,65840,11,0.00016707168894289186,1
SULAWESI TENGAH,72,720615,Bungku Pesisir,72.06,KAB. MOROWALI,5986,1,0.0001670564650851988,1
KALIMANTAN UTARA,65,650201,Mentarang,65.02,KAB. MALINAU,5988,1,0.00016700066800267202,0
JAWA BARAT,32,320502,Karangpawitan,32.05,KAB. GARUT,119903,20,0.00016680149787745094,1
SULAWESI UTARA,71,710323,Tahuna Barat,71.03,KAB. KEPULAUAN SANGIHE,5997,1,0.00016675004168751042,1
KALIMANTAN TENGAH,62,620311,Kapuas Tengah,62.03,KAB. KAPUAS,17999,3,0.0001666759264403578,1
JAWA TENGAH,33,332310,Jumo,33.23,KAB. TEMANGGUNG,30002,5,0.00016665555629624692,1
JAWA TENGAH,33,330308,Mrebet,33.03,KAB. PURBALINGGA,78059,13,0.00016654069357793463,1
ACEH,11,110724,Mutiara Timur,11.07,KAB. PIDIE,36040,6,0.0001664816870144284,1
JAWA TENGAH,33,330905,Boyolali,33.09,KAB. BOYOLALI,72143,12,0.00016633630428454597,1
SULAWESI SELATAN,73,730821,Tanete Riattang,73.08,KAB. BONE,54131,9,0.000166263324158061,1
JAWA BARAT,32,320903,Losari,32.09,KAB. CIREBON,60160,10,0.00016622340425531914,1
JAWA TENGAH,33,331703,Gunem,33.17,KAB. REMBANG,24066,4,0.00016620959029335994,1
RIAU,14,140601,Ujung Batu,14.06,KAB. ROKAN HULU,48153,8,0.0001661371046456088,1
LAMPUNG,18,187104,Panjang,18.71,KOTA BANDAR LAMPUNG,84327,14,0.00016602037307149548,1
SUMATERA SELATAN,16,161106,Talang Padang,16.11,KAB. EMPAT LAWANG,18071,3,0.00016601184217807536,1
JAWA TIMUR,35,351803,Berbek,35.18,KAB. NGANJUK,60271,10,0.00016591727364735943,1
NUSA TENGGARA TIMUR,53,531112,Paberiwai,53.11,KAB. SUMBA TIMUR,6028,1,0.00016589250165892502,1
GORONTALO,75,750105,Batudaa Pantai,75.01,KAB. GORONTALO,12062,2,0.000165809981760902,1
JAWA BARAT,32,320327,Gekbrong,32.03,KAB. CIANJUR,54289,9,0.00016577943966549394,1
KALIMANTAN BARAT,61,610701,Sungai Raya,61.07,KAB. BENGKAYANG,24136,4,0.00016572754391779913,1
JAWA BARAT,32,320304,Cilaku,32.03,KAB. CIANJUR,108819,18,0.0001654122901331569,1
SUMATERA UTARA,12,120519,Batang Serangan,12.05,KAB. LANGKAT,36279,6,0.0001653849334325643,1
JAWA TENGAH,33,337501,Pekalongan Barat,33.75,KOTA PEKALONGAN,96778,16,0.0001653268304780012,1
KALIMANTAN SELATAN,63,630411,Kuripan,63.04,KAB. BARITO KUALA,6049,1,0.00016531658125309968,0
JAWA BARAT,32,320601,Cipatujah,32.06,KAB. TASIKMALAYA,66575,11,0.00016522718738265114,1
KALIMANTAN TIMUR,64,640806,Busang,64.08,KAB. KUTAI TIMUR,6053,1,0.00016520733520568312,1
KALIMANTAN SELATAN,63,630511,Salam Babaris,63.05,KAB. TAPIN,12116,2,0.0001650709805216243,1
KALIMANTAN BARAT,61,610108,Paloh,61.01,KAB. SAMBAS,30312,5,0.0001649511744523621,1
BANTEN,36,360213,Maja,36.02,KAB. LEBAK,54584,9,0.000164883482339147,1
SUMATERA SELATAN,16,160217,Jejawi,16.02,KAB. OGAN KOMERING ILIR,36442,6,0.0001646451896163767,1
BALI,51,510501,Nusa Penida,51.05,KAB. KLUNGKUNG,60741,10,0.00016463344363774058,1
NUSA TENGGARA TIMUR,53,530617,Adonara,53.06,KAB. FLORES TIMUR,12153,2,0.00016456841932033242,1
ACEH,11,110209,Bukit Tusam,11.02,KAB. ACEH TENGGARA,12163,2,0.0001644331168297295,1
KALIMANTAN TENGAH,62,620308,Basarang,62.03,KAB. KAPUAS,24328,4,0.0001644195988161789,1
JAWA TIMUR,35,350613,Grogol,35.06,KAB. KEDIRI,48685,8,0.00016432165964876244,1
JAWA BARAT,32,320535,Cisewu,32.05,KAB. GARUT,30482,5,0.00016403123154648644,1
JAWA TIMUR,35,350803,Candipuro,35.08,KAB. LUMAJANG,73179,12,0.00016398147009387938,1
JAWA BARAT,32,321201,Haurgeulis,32.12,KAB. INDRAMAYU,91474,15,0.00016398102192972868,1
KALIMANTAN BARAT,61,617204,Singkawang Utara,61.72,KOTA SINGKAWANG,30506,5,0.00016390218317707993,1
SUMATERA SELATAN,16,160804,Cempaka,16.08,KAB. OGAN KOMERING ULU TIMUR,24429,4,0.00016373981743010357,1
ACEH,11,110109,Trumon,11.01,KAB. ACEH SELATAN,6110,1,0.00016366612111292964,1
BALI,51,510705,Abang,51.07,KAB. KARANGASEM,85589,14,0.0001635724216897031,1
JAWA BARAT,32,321803,Cimerak,32.18,KAB. PANGANDARAN,48915,8,0.00016354901359501176,1
JAMBI,15,150407,Bajubang,15.04,KAB. BATANGHARI,42816,7,0.00016349028400597908,1
KALIMANTAN TIMUR,64,640304,Segah,64.03,KAB. BERAU,12250,2,0.00016326530612244898,1
JAWA TENGAH,33,332217,Kaliwungu,33.22,KAB. SEMARANG,30643,5,0.00016316940247364814,1
JAWA TIMUR,35,350914,Panti,35.09,KAB. JEMBER,67432,11,0.00016312729861193498,1
ACEH,11,110714,Padang Tiji,11.07,KAB. PIDIE,24559,4,0.00016287308115151269,1
LAMPUNG,18,187103,Tanjungkarang Barat,18.71,KOTA BANDAR LAMPUNG,67544,11,0.00016285680445339334,1
SULAWESI TENGGARA,74,740112,Baula,74.01,KAB. KOLAKA,12281,2,0.0001628531878511522,1
SUMATERA BARAT,13,130703,Payakumbuh,13.07,KAB. LIMA PULUH KOTA,36865,6,0.00016275600162756002,1
BALI,51,510210,Pupuan,51.02,KAB. TABANAN,43041,7,0.00016263562649566693,1
BANTEN,36,360121,Pandeglang,36.01,KAB. PANDEGLANG,43043,7,0.0001626280696048138,1
KEPULAUAN RIAU,21,217102,Batu Ampar,21.71,KOTA BATAM,61516,10,0.0001625593341569673,1
JAWA TENGAH,33,330223,Kedungbanteng,33.02,KAB. BANYUMAS,61524,10,0.0001625381964761719,1
JAWA BARAT,32,320707,Panumbangan,32.07,KAB. CIAMIS,61558,10,0.0001624484226258163,1
JAWA TENGAH,33,331019,Tulung,33.10,KAB. KLATEN,55419,9,0.0001623991771775023,1
PAPUA BARAT,92,920301,Fak-Fak,92.03,KAB. FAK FAK,18496,3,0.00016219723183391003,1
JAWA TENGAH,33,331711,Pancur,33.17,KAB. REMBANG,30831,5,0.00016217443482209465,1
SULAWESI SELATAN,73,732410,Kalaena,73.24,KAB. LUWU TIMUR,12337,2,0.00016211396611818109,1
JAWA BARAT,32,320504,Tarogong Kaler,32.05,KAB. GARUT,86458,14,0.0001619283351453885,1
SUMATERA UTARA,12,120706,Namorambe,12.07,KAB. DELI SERDANG,37054,6,0.00016192583796621147,1
NUSA TENGGARA TIMUR,53,530116,Nekamese,53.01,KAB. KUPANG,12352,2,0.00016191709844559586,1
KALIMANTAN SELATAN,63,630501,Binuang,63.05,KAB. TAPIN,30883,5,0.00016190136968558753,1
JAWA TIMUR,35,351413,Beji,35.14,KAB. PASURUAN,86474,14,0.00016189837407775749,1
RIAU,14,140613,Bonai Darussalam,14.06,KAB. ROKAN HULU,24713,4,0.0001618581313478736,1
SULAWESI SELATAN,73,731403,Watang Pulu,73.14,KAB. SIDENRENG RAPPANG,37072,6,0.00016184721622788088,1
KALIMANTAN UTARA,65,650304,Lumbis,65.03,KAB. NUNUKAN,6180,1,0.00016181229773462783,1
JAWA BARAT,32,321224,Sukra,32.12,KAB. INDRAMAYU,49479,8,0.00016168475514864893,1
SULAWESI SELATAN,73,732611,Tallunglipu,73.26,KAB. TORAJA UTARA,18570,3,0.00016155088852988692,1
SUMATERA SELATAN,16,161007,Indralaya Utara,16.10,KAB. OGAN ILIR,37141,6,0.00016154653886540481,1
SUMATERA SELATAN,16,161109,Saling,16.11,KAB. EMPAT LAWANG,18577,3,0.0001614900145341013,1
JAWA TENGAH,33,331408,Ngrampal,33.14,KAB. SRAGEN,43365,7,0.00016142050040355126,1
JAWA TIMUR,35,350218,Jenangan,35.02,KAB. PONOROGO,61958,10,0.0001613996578327254,1
JAWA TENGAH,33,331204,Batuwarno,33.12,KAB. WONOGIRI,18599,3,0.00016129899456960052,1
SULAWESI TENGAH,72,720205,Pamona Timur,72.02,KAB. POSO,12415,2,0.00016109544905356423,1
SULAWESI TENGGARA,74,740603,Rarowatu,74.06,KAB. BOMBANA,6210,1,0.00016103059581320451,1
JAWA TIMUR,35,352116,Pitu,35.21,KAB. NGAWI,31062,5,0.0001609683858090271,1
JAMBI,15,150217,Pangkalan Jambu,15.02,KAB. MERANGIN,6216,1,0.00016087516087516087,1
BALI,51,510801,Gerokgak,51.08,KAB. BULELENG,99523,16,0.0001607668579122414,1
JAWA TENGAH,33,332302,Tembarak,33.23,KAB. TEMANGGUNG,31107,5,0.00016073552576590478,1
SULAWESI SELATAN,73,731701,Basse Sangtempe,73.17,KAB. LUWU,6236,1,0.00016035920461834508,0
SUMATERA SELATAN,16,160818,Belitang Madang Raya,16.08,KAB. OGAN KOMERING ULU TIMUR,43656,7,0.00016034451163643028,1
BANTEN,36,360427,Ciomas,36.04,KAB. SERANG,37421,6,0.00016033777825285269,1
JAWA BARAT,32,321307,Pagaden,32.13,KAB. SUBANG,62397,10,0.0001602641152619517,1
JAWA TIMUR,35,351713,Tembelang,35.17,KAB. JOMBANG,56297,9,0.00015986642272234754,1
SUMATERA SELATAN,16,161306,Karang Jaya,16.13,KAB. MUSI RAWAS UTARA,31278,5,0.00015985676833557132,1
JAWA BARAT,32,321716,Saguling,32.17,KAB. BANDUNG BARAT,31290,5,0.00015979546180888463,1
MALUKU UTARA,82,827202,Oba Utara,82.72,KOTA TIDORE KEPULAUAN,18774,3,0.00015979546180888463,1
JAWA TIMUR,35,352005,Kawedanan,35.20,KAB. MAGETAN,43831,7,0.00015970431886108005,1
GORONTALO,75,750122,Talaga Jaya,75.01,KAB. GORONTALO,12525,2,0.0001596806387225549,1
GORONTALO,75,750119,Tabongo,75.01,KAB. GORONTALO,18801,3,0.00015956598053295037,1
RIAU,14,140113,Salo,14.01,KAB. KAMPAR,25071,4,0.00015954688684137052,1
SUMATERA UTARA,12,120603,Barusjahe,12.06,KAB. KARO,25073,4,0.00015953416025206397,1
LAMPUNG,18,180406,Belalau,18.04,KAB. LAMPUNG BARAT,12538,2,0.0001595150741745095,0
SUMATERA UTARA,12,121201,Balige,12.12,KAB. TOBA SAMOSIR,43946,7,0.00015928639694170118,1
SULAWESI TENGGARA,74,741304,Wadaga,74.13,KAB. MUNA BARAT,6283,1,0.0001591596371160274,1
JAWA TIMUR,35,350609,Plosoklaten,35.06,KAB. KEDIRI,75520,12,0.00015889830508474575,1
KEPULAUAN BANGKA BELITUNG,19,197106,Gabek,19.71,KOTA PANGKAL PINANG,31482,5,0.00015882091353789466,1
BANTEN,36,360408,Pulo Ampel,36.04,KAB. SERANG,37783,6,0.00015880157742900245,1
LAMPUNG,18,180411,Sukau,18.04,KAB. LAMPUNG BARAT,25191,4,0.00015878686832598943,0
SUMATERA SELATAN,16,161003,Tanjung Raja,16.10,KAB. OGAN ILIR,44097,7,0.00015874095743474614,1
SULAWESI UTARA,71,710712,Ratahan Timur,71.07,KAB. MINAHASA TENGGARA,6303,1,0.00015865460891638903,1
PAPUA,91,910104,Kimaam,91.01,KAB. MERAUKE,6305,1,0.00015860428231562253,1
SUMATERA BARAT,13,130407,Sungayang,13.04,KAB. TANAH DATAR,18922,3,0.00015854560828665047,1
JAWA BARAT,32,327802,Cipedes,32.78,KOTA TASIKMALAYA,82108,13,0.00015832805573147562,1
LAMPUNG,18,180223,Kota Gajah,18.02,KAB. LAMPUNG TENGAH,37897,6,0.00015832387787951554,1
NUSA TENGGARA TIMUR,53,537102,Maulafa,53.71,KOTA KUPANG,94761,15,0.0001582929686263336,1
KALIMANTAN BARAT,61,610207,Sungai Pinyuh,61.02,KAB. MEMPAWAH,63188,10,0.00015825789706906375,1
JAWA TENGAH,33,331414,Miri,33.14,KAB. SRAGEN,37956,6,0.00015807777426493836,1
KALIMANTAN TENGAH,62,620213,Cempaga Hulu,62.02,KAB. KOTAWARINGIN TIMUR,18984,3,0.00015802781289506955,1
JAWA BARAT,32,321210,Karangampel,32.12,KAB. INDRAMAYU,69636,11,0.0001579642713538974,1
JAWA TIMUR,35,350930,Silo,35.09,KAB. JEMBER,107624,17,0.0001579573329368914,1
SUMATERA SELATAN,16,167202,Pagar Alam Selatan,16.72,KOTA PAGAR ALAM,50652,8,0.00015794045644791914,1
LAMPUNG,18,180909,Way Khilau,18.09,KAB. PESAWARAN,31680,5,0.00015782828282828284,1
SULAWESI TENGAH,72,721205,Mori Atas,72.12,KAB. MOROWALI UTARA,12674,2,0.00015780337699226762,1
JAWA TENGAH,33,331308,Karangpandan,33.13,KAB. KARANGANYAR,44383,7,0.00015771804519748553,1
SULAWESI TENGGARA,74,740705,Wangi Wangi Selatan,74.07,KAB. WAKATOBI,31712,5,0.00015766902119071646,1
KALIMANTAN SELATAN,63,630201,Pulausembilan,63.02,KAB. KOTABARU,6344,1,0.00015762925598991173,1
SULAWESI SELATAN,73,732405,Angkona,73.24,KAB. LUWU TIMUR,25377,4,0.00015762304448910431,1
JAWA TENGAH,33,330604,Bagelen,33.06,KAB. PURWOREJO,31722,5,0.00015761931782359246,1
SUMATERA SELATAN,16,160901,Muara Dua,16.09,KAB. OGAN KOMERING ULU SELATAN,50785,8,0.00015752682878802796,1
JAWA BARAT,32,320911,Pangenan,32.09,KAB. CIREBON,44459,7,0.00015744843563732878,1
JAWA BARAT,32,321309,Ciasem,32.13,KAB. SUBANG,108084,17,0.00015728507457162948,1
JAWA TENGAH,33,331514,Brati,33.15,KAB. GROBOGAN,50887,8,0.0001572110755202704,1
JAWA TIMUR,35,352103,Jogorogo,35.21,KAB. NGAWI,44574,7,0.0001570422219230942,1
