nama_provinsi,kode_provinsi,nama_kabupatenkota,kode_kabupatenkota,nama_kecamatan,kode_kecamatan,jumlah_penduduk,total,density,level_kerawanan
SUMATERA BARAT,13,KAB. SOLOK,13.02,Bukit Sundi,130208,26198,2,7.634170547370028E-05,0
ACEH,11,KAB. ACEH UTARA,11.08,Kuta Makmur,110803,26220,2,7.627765064836003E-05,0
JAWA TIMUR,35,KAB. BOJONEGORO,35.22,Kedewan,352225,13115,1,7.624857033930614E-05,0
SUMATERA UTARA,12,KAB. NIAS,12.04,Bawolato,120411,26250,2,7.619047619047618E-05,0
JAMBI,15,KAB. TANJUNG JABUNG BARAT,15.06,Pengabuan,150603,26273,2,7.612377726182774E-05,0
SULAWESI SELATAN,73,KAB. TAKALAR,73.05,Galesong Utara,730506,39410,3,7.612281146917026E-05,0
LAMPUNG,18,KAB. LAMPUNG TIMUR,18.07,Labuhan Ratu,180721,52610,4,7.603117278084015E-05,0
KALIMANTAN BARAT,61,KAB. KAYONG UTARA,61.11,Teluk Batang,611103,26308,2,7.60225026607876E-05,0
SULAWESI SELATAN,73,KAB. PANGKAJENE KEPULAUAN,73.10,Labakkang,731007,52619,4,7.601816834223379E-05,0
JAWA TENGAH,33,KAB. KENDAL,33.24,Singorojo,332405,52743,4,7.583944788881937E-05,0
ACEH,11,KAB. ACEH SINGKIL,11.10,Gunung Meriah,111006,39573,3,7.580926389204761E-05,0
KALIMANTAN BARAT,61,KAB. KAYONG UTARA,61.11,Seponti,611105,13208,1,7.571168988491823E-05,0
KALIMANTAN BARAT,61,KAB. KUBU RAYA,61.12,Sungai Kakap,611209,119058,9,7.559340825480018E-05,0
JAWA BARAT,32,KAB. GARUT,32.05,Sucinaraja,320542,26479,2,7.553155330639375E-05,0
RIAU,14,KAB. ROKAN HILIR,14.07,Bagan Sinembah,140705,66406,5,7.529440110833359E-05,0
JAWA TENGAH,33,KAB. BLORA,33.16,Randublatung,331602,79734,6,7.525020693806908E-05,0
JAWA TENGAH,33,KAB. PEMALANG,33.27,Belik,332703,119611,9,7.524391569337269E-05,0
KALIMANTAN BARAT,61,KAB. SINTANG,61.05,Kayan Hilir,610508,26601,2,7.518514341566107E-05,0
SULAWESI SELATAN,73,KAB. BONE,73.08,Lamuru,730813,26610,2,7.51597143930853E-05,0
JAWA TENGAH,33,KAB. BATANG,33.25,Reban,332504,39924,3,7.514277126540426E-05,0
JAWA TENGAH,33,KAB. CILACAP,33.01,Karangpucung,330112,80071,6,7.493349652183687E-05,0
SUMATERA UTARA,12,KAB. SAMOSIR,12.17,Nainggolan,121703,13352,1,7.489514679448772E-05,0
PAPUA BARAT,92,KOTA SORONG,92.71,Klaurung,927108,13353,1,7.488953793155097E-05,0
NUSA TENGGARA BARAT,52,KAB. DOMPU,52.05,Dompu,520501,53500,4,7.476635514018692E-05,0
SUMATERA BARAT,13,KAB. PASAMAN,13.08,Rao,130814,26765,2,7.472445357743322E-05,0
JAWA TIMUR,35,KAB. TUBAN,35.23,Montong,352310,53547,4,7.470073019963771E-05,0
SUMATERA UTARA,12,KAB. ASAHAN,12.09,Aek Kuasan,120918,26780,2,7.468259895444362E-05,0
SULAWESI SELATAN,73,KAB. BANTAENG,73.03,Sinoa,730308,13391,1,7.467702188036741E-05,0
NUSA TENGGARA TIMUR,53,KAB TIMOR TENGAH SELATAN,53.02,Kota Soe,530201,40236,3,7.456009543692216E-05,0
JAWA TENGAH,33,KAB. GROBOGAN,33.15,Wirosari,331510,93915,7,7.453548421444923E-05,0
KALIMANTAN UTARA,65,KAB. NUNUKAN,65.03,Sebatik Timur,650310,13428,1,7.447125409591897E-05,0
JAWA BARAT,32,KAB. GARUT,32.05,Cisurupan,320520,80624,6,7.44195276840643E-05,0
SULAWESI BARAT,76,KAB. MAMASA,76.03,Tabulahan,760305,13438,1,7.44158356898348E-05,0
JAWA TIMUR,35,KAB. TRENGGALEK,35.03,Suruh,350314,26879,2,7.440753004204026E-05,0
SUMATERA UTARA,12,KAB. DAIRI,12.11,Sitinjo,121115,13445,1,7.437709185570845E-05,0
JAWA BARAT,32,KAB. GARUT,32.05,Caringin,320536,26909,2,7.432457542086291E-05,0
ACEH,11,KAB. ACEH JAYA,11.14,Teunom,111401,13472,1,7.422802850356295E-05,0
SULAWESI SELATAN,73,KAB. LUWU,73.17,Lamasi Timur,731718,13481,1,7.417847340701729E-05,0
JAWA TENGAH,33,KAB. BANJARNEGARA,33.04,Batur,330416,40474,3,7.412165834856946E-05,0
SULAWESI UTARA,71,KAB. KEP. SIAU TAGULANDANG BIARO,71.09,Tagulandang,710903,13492,1,7.411799584939223E-05,0
SUMATERA UTARA,12,KOTA PADANGSIDIMPUAN,12.77,Padangsidimpuan Batunadua,127703,26999,2,7.407681765991333E-05,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU TIMUR,16.08,Martapura,160801,54019,4,7.404802014106147E-05,0
BANTEN,36,KAB. LEBAK,36.02,Cirinten,360227,27023,2,7.401102764311883E-05,0
SUMATERA BARAT,13,KAB. SIJUNJUNG,13.03,Sumpur Kudus,130309,27053,2,7.392895427494178E-05,0
JAWA TENGAH,33,KAB. BATANG,33.25,Tersono,332506,40591,3,7.390800916459314E-05,0
RIAU,14,KAB. KEPULAUAN MERANTI,14.10,Tebing Tinggi Timur,141007,13536,1,7.387706855791962E-05,0
JAWA TIMUR,35,KAB. PROBOLINGGO,35.13,Krejengan,351315,40626,3,7.38443361394181E-05,0
LAMPUNG,18,KAB. TANGGAMUS,18.06,Talang Padang,180602,54238,4,7.374903204395442E-05,0
NUSA TENGGARA BARAT,52,KAB. LOMBOK BARAT,52.01,Sekotong,520107,67824,5,7.372021703231895E-05,0
NUSA TENGGARA TIMUR,53,KAB. LEMBATA,53.13,Ile Ape,531303,13568,1,7.370283018867924E-05,0
MALUKU UTARA,82,KAB. HALMAHERA TIMUR,82.06,Wasile Selatan,820604,13576,1,7.365939893930465E-05,0
SUMATERA BARAT,13,KAB. SIJUNJUNG,13.03,Kupitan,130310,13583,1,7.362143856290952E-05,0
JAWA TIMUR,35,KAB. SUMENEP,35.29,Batuan,352926,13599,1,7.353481873667182E-05,0
ACEH,11,KAB. SIMEULUE,11.09,Simeulue Timur,110904,27217,2,7.348348458683911E-05,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ILIR,16.02,Mesuji,160204,40827,3,7.34807847747814E-05,0
NUSA TENGGARA TIMUR,53,KAB. MALAKA,53.21,Laenmanen,532108,13620,1,7.342143906020558E-05,0
KALIMANTAN BARAT,61,KAB. KUBU RAYA,61.12,Terentang,611204,13622,1,7.341065922771986E-05,0
RIAU,14,KAB. SIAK,14.08,Kandis,140810,68171,5,7.334497073535668E-05,0
JAWA TIMUR,35,KAB. TUBAN,35.23,Parengan,352309,54575,4,7.329363261566651E-05,0
JAWA TIMUR,35,KAB. BANGKALAN,35.26,Konang,352617,54589,4,7.327483558958765E-05,0
SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,13.07,Mungka,130711,27297,2,7.326812470234824E-05,0
SULAWESI SELATAN,73,KAB. TORAJA UTARA,73.26,Buntu Pepasan,732613,13655,1,7.323324789454412E-05,0
LAMPUNG,18,KAB. LAMPUNG TIMUR,18.07,Way Bungur,180723,27355,2,7.311277645768598E-05,0
SULAWESI SELATAN,73,KAB. LUWU UTARA,73.22,Bone Bone,732202,27363,2,7.309140079669627E-05,0
SUMATERA UTARA,12,KAB. TAPANULI UTARA,12.02,Pahae Julu,120205,13685,1,7.307270734380708E-05,0
KALIMANTAN BARAT,61,KAB. KUBU RAYA,61.12,Sungai Raya,611201,232781,17,7.303001533630322E-05,0
SULAWESI TENGGARA,74,KAB. BOMBANA,74.06,Poleang,740601,13701,1,7.298737318443909E-05,0
ACEH,11,KAB. BIREUEN,11.11,Simpang Mamplam,111111,27429,2,7.291552736155165E-05,0
KALIMANTAN BARAT,61,KAB. KAPUAS HULU,61.06,Hulu Gurung,610608,13716,1,7.290755322251386E-05,0
SUMATERA SELATAN,16,KAB. MUSI RAWAS,16.05,Tuah Negeri,160520,27432,2,7.290755322251386E-05,0
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,82.72,Oba,827203,13721,1,7.288098535092194E-05,0
SUMATERA SELATAN,16,KAB. BANYUASIN,16.07,Betung,160705,54953,4,7.278947464196677E-05,0
BENGKULU,17,KAB. KAUR,17.04,Tanjung Kemuning,170402,13750,1,7.272727272727273E-05,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU,16.01,Sosoh Buay Rayap,160107,13752,1,7.271669575334496E-05,0
JAWA BARAT,32,KAB. MAJALENGKA,32.10,Jatitujuh,321015,55018,4,7.270347886146351E-05,0
SUMATERA SELATAN,16,KAB. MUSI RAWAS,16.05,Muara Lakitan,160502,41282,3,7.267089772782327E-05,0
LAMPUNG,18,KAB. LAMPUNG TIMUR,18.07,Jabung,180703,55255,4,7.239163876572256E-05,0
SULAWESI SELATAN,73,KAB. KEPULAUAN SELAYAR,73.01,Bontomatene,730103,13830,1,7.230657989877079E-05,0
JAWA BARAT,32,KAB. INDRAMAYU,32.12,Cikedung,321204,41490,3,7.230657989877079E-05,0
ACEH,11,KAB. PIDIE,11.07,Tangse,110719,27668,2,7.228567297961544E-05,0
LAMPUNG,18,KAB. LAMPUNG BARAT,18.04,Balik Bukit,180404,41517,3,7.225955632632416E-05,0
PAPUA,91,KAB. MAMBERAMO TENGAH,91.21,Ilugwa,912105,13843,1,7.223867658744492E-05,0
SUMATERA UTARA,12,KAB. PADANG LAWAS,12.21,Aek Nabara Barumun,122111,13845,1,7.222824124232574E-05,0
BENGKULU,17,KAB. REJANG LEBONG,17.02,Bermani Ulu,170210,13862,1,7.213966238638003E-05,0
KALIMANTAN BARAT,61,KAB. SAMBAS,61.01,Sajad,610114,13872,1,7.20876585928489E-05,0
JAWA BARAT,32,KAB. SUKABUMI,32.02,Cikakak,320203,41624,3,7.207380357486066E-05,0
ACEH,11,KAB. NAGAN RAYA,11.15,Beutong,111504,13878,1,7.205649228995533E-05,0
KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA,19.01,Riau Silip,190107,27773,2,7.201238613041443E-05,0
NUSA TENGGARA TIMUR,53,KAB. SUMBA TENGAH,53.17,Katiku Tana,531701,13889,1,7.199942400460797E-05,0
JAWA TIMUR,35,KAB. PAMEKASAN,35.28,Pegantenan,352807,69483,5,7.196004778147173E-05,0
SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,13.07,Kapur IX,130707,27825,2,7.187780772686433E-05,0
JAWA TIMUR,35,KAB. PROBOLINGGO,35.13,Gending,351318,41780,3,7.180469123982767E-05,0
SUMATERA UTARA,12,KAB. NIAS UTARA,12.24,Sitolu Ori,122404,13927,1,7.180297264306742E-05,0
KALIMANTAN SELATAN,63,KAB. TANAH LAUT,63.01,Kurau,630104,13949,1,7.168972686214065E-05,0
SULAWESI SELATAN,73,KAB. KEPULAUAN SELAYAR,73.01,Taka Bonerate,730108,13949,1,7.168972686214065E-05,0
JAWA TENGAH,33,KAB. TEMANGGUNG,33.23,Kledung,332317,27902,2,7.167944950182782E-05,0
KALIMANTAN BARAT,61,KAB. LANDAK,61.08,Banyuke Hulu,610812,13967,1,7.159733657907926E-05,0
NUSA TENGGARA BARAT,52,KAB. LOMBOK BARAT,52.01,Lembar,520113,55936,4,7.151029748283753E-05,0
SUMATERA SELATAN,16,KAB. PENUKAL ABAB LEMATANG ILIR,16.12,Penukal,161203,27985,2,7.146685724495266E-05,0
JAWA BARAT,32,KAB. GARUT,32.05,Malangbong,320514,111994,8,7.143239816418736E-05,0
ACEH,11,KAB. ACEH TAMIANG,11.16,Seruway,111604,28015,2,7.139032661074425E-05,0
ACEH,11,KOTA BANDA ACEH,11.71,Kuta Raja,117106,14013,1,7.136230642974381E-05,0
JAMBI,15,KAB. TANJUNG JABUNG BARAT,15.06,Tungkal Ulu,150601,14019,1,7.133176403452457E-05,0
SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,13.07,Gunuang Omeh,130708,14023,1,7.131141695785496E-05,0
JAWA TENGAH,33,KAB. BANJARNEGARA,33.04,Pagedongan,330420,42075,3,7.130124777183601E-05,0
NUSA TENGGARA TIMUR,53,KAB. MANGGARAI BARAT,53.15,Mbeliling,531510,14038,1,7.123521869212138E-05,0
JAWA BARAT,32,KAB. GARUT,32.05,Pakenjeng,320533,56200,4,7.117437722419929E-05,0
JAWA TENGAH,33,KAB. KARANGANYAR,33.13,Jenawi,331317,28109,2,7.115158845921236E-05,0
KALIMANTAN SELATAN,63,KAB. BARITO KUALA,63.04,Belawang,630408,14063,1,7.110858280594468E-05,0
NUSA TENGGARA BARAT,52,KAB. BIMA,52.06,Belo,520604,28150,2,7.104795737122558E-05,0
SUMATERA UTARA,12,KAB. MANDAILING NATAL,12.13,Kotanopan,121308,28158,2,7.102777185879679E-05,0
SULAWESI BARAT,76,KAB. MAMUJU UTARA,76.01,Bulu Taba,760107,14084,1,7.100255609201931E-05,0
BANTEN,36,KAB. LEBAK,36.02,Bayah,360203,42300,3,7.092198581560284E-05,0
BENGKULU,17,KAB. KEPAHIANG,17.08,Muara Kemumu,170808,14110,1,7.087172218284904E-05,0
JAWA TENGAH,33,KAB. BATANG,33.25,Bandar,332502,70552,5,7.086971311940129E-05,0
MALUKU UTARA,82,KAB. HALMAHERA BARAT,82.01,Loloda,820102,14116,1,7.084159818645509E-05,0
LAMPUNG,18,KAB. LAMPUNG UTARA,18.03,Abung Surakarta,180314,28238,2,7.082654578936186E-05,0
KALIMANTAN BARAT,61,KAB. SEKADAU,61.09,Belitang,610907,14119,1,7.082654578936186E-05,0
RIAU,14,KAB. PELALAWAN,14.05,Pangkalan Lesung,140504,28274,2,7.073636556553724E-05,0
LAMPUNG,18,KAB. TANGGAMUS,18.06,Wonosobo,180603,42422,3,7.071802366696525E-05,0
SULAWESI SELATAN,73,KAB. BULUKUMBA,73.02,Bonto Bahari,730203,28283,2,7.071385638015769E-05,0
JAWA BARAT,32,KAB. INDRAMAYU,32.12,Losarang,321220,56580,4,7.069635913750442E-05,0
NUSA TENGGARA TIMUR,53,KAB TIMOR TENGAH SELATAN,53.02,Batu Putih,530214,14149,1,7.067637288854337E-05,0
KALIMANTAN SELATAN,63,KAB. KOTABARU,63.02,Pulaulaut Timur,630204,14162,1,7.061149555147578E-05,0
RIAU,14,KAB. KUANTAN SINGINGI,14.09,Gunungtoar,140907,14199,1,7.042749489400662E-05,0
JAWA TIMUR,35,KAB. TUBAN,35.23,Soko,352311,85234,6,7.039444353192388E-05,0
JAWA TIMUR,35,KAB. BOJONEGORO,35.22,Dander,352206,85248,6,7.038288288288288E-05,0
ACEH,11,KAB. NAGAN RAYA,11.15,Seunagan Timur,111503,14218,1,7.033338022225348E-05,0
SULAWESI TENGAH,72,KAB. BUOL,72.05,Bukal,720508,14222,1,7.03135986499789E-05,0
SUMATERA SELATAN,16,KAB. MUSI RAWAS,16.05,Muara Kelingi,160503,42715,3,7.023293924850754E-05,0
SUMATERA UTARA,12,KAB. MANDAILING NATAL,12.13,Panyabungan Timur,121303,14254,1,7.015574575557738E-05,0
NUSA TENGGARA BARAT,52,KAB. LOMBOK BARAT,52.01,Kuripan,520115,42781,3,7.01245880180454E-05,0
SULAWESI SELATAN,73,KAB. BONE,73.08,Cina,730810,28564,2,7.001820473323065E-05,0
JAWA TENGAH,33,KAB. PEMALANG,33.27,Bantarbolang,332706,85728,6,6.998880179171333E-05,0
JAWA TIMUR,35,KAB. BANGKALAN,35.26,Klampis,352607,57181,4,6.995330616813277E-05,0
RIAU,14,KAB. PELALAWAN,14.05,Bunut,140508,14338,1,6.974473427256242E-05,0
ACEH,11,KAB. ACEH TIMUR,11.03,Peureulak  Timur,110317,14340,1,6.97350069735007E-05,0
SUMATERA UTARA,12,KAB. TAPANULI TENGAH,12.01,Tukka,120114,14346,1,6.970584134950509E-05,0
JAWA BARAT,32,KAB. CIREBON,32.09,Mundu,320912,71761,5,6.967572915650563E-05,0
BANTEN,36,KAB. SERANG,36.04,Mancak,360432,43118,3,6.957651096989656E-05,0
RIAU,14,KAB. ROKAN HULU,14.06,Kunto Darussalam,140606,43122,3,6.957005704744678E-05,0
SULAWESI TENGAH,72,KAB. SIGI,72.10,Dolo Barat,721011,14375,1,6.956521739130434E-05,0
LAMPUNG,18,KAB. LAMPUNG TENGAH,18.02,Seputih Mataram,180211,57557,4,6.949632538179544E-05,0
SULAWESI BARAT,76,KAB. MAMASA,76.03,Tanduk Kalua,760309,14400,1,6.944444444444444E-05,0
NUSA TENGGARA TIMUR,53,KAB. MALAKA,53.21,Rinhat,532105,14402,1,6.943480072212192E-05,0
MALUKU,81,KOTA AMBON,81.71,Teluk Ambon,817104,43219,3,6.941391517619566E-05,0
SULAWESI SELATAN,73,KAB. BONE,73.08,Ajangale,730818,28835,2,6.93601525923357E-05,0
SUMATERA UTARA,12,KAB. TAPANULI UTARA,12.02,Siatas Barita,120202,14430,1,6.93000693000693E-05,0
JAWA BARAT,32,KAB. INDRAMAYU,32.12,Sindang,321216,57735,4,6.928206460552524E-05,0
SUMATERA BARAT,13,KAB. TANAH DATAR,13.04,Tanjuang Baru,130412,14450,1,6.920415224913495E-05,0
SUMATERA SELATAN,16,KAB. BANYUASIN,16.07,Banyuasin II,160702,28937,2,6.911566506548709E-05,0
NUSA TENGGARA TIMUR,53,KAB. MANGGARAI,53.10,Ruteng,531003,43412,3,6.910531650234958E-05,0
JAWA BARAT,32,KAB. CIANJUR,32.03,Warungkondang,320302,72440,5,6.902263942573165E-05,0
LAMPUNG,18,KAB. LAMPUNG SELATAN,18.01,Katibung,180108,72481,5,6.898359570094231E-05,0
BENGKULU,17,KAB. REJANG LEBONG,17.02,Curup,170209,29000,2,6.896551724137931E-05,0
JAWA BARAT,32,KAB. GARUT,32.05,Kadungora,320510,87039,6,6.893461551718196E-05,0
JAWA TENGAH,33,KAB. BOYOLALI,33.09,Mojosongo,330906,58108,4,6.883733737179046E-05,0
JAWA TENGAH,33,KAB. BREBES,33.29,Tanjung,332913,101769,7,6.878322475409997E-05,0
SUMATERA SELATAN,16,KAB. LAHAT,16.04,Tanjungsakti Pumu,160401,14557,1,6.869547296833139E-05,0
KALIMANTAN TENGAH,62,KAB. KAPUAS,62.03,Mantangai,620309,43717,3,6.862319006336207E-05,0
JAWA BARAT,32,KAB. BANDUNG,32.04,Ibun,320436,87662,6,6.844470808332003E-05,0
ACEH,11,KAB. ACEH TIMUR,11.03,Birem Bayeun,110304,29225,2,6.843455945252352E-05,0
NUSA TENGGARA TIMUR,53,KAB. MANGGARAI TIMUR,53.19,Elar,531905,14613,1,6.843221788818175E-05,0
JAWA TENGAH,33,KAB. SRAGEN,33.14,Tangen,331419,29250,2,6.837606837606838E-05,0
SULAWESI TENGAH,72,KAB. MOROWALI UTARA,72.12,Lembo,721204,14628,1,6.836204539239814E-05,0
SUMATERA SELATAN,16,KAB. MUSI RAWAS UTARA,16.13,Rawas Ilir,161304,29299,2,6.826171541690843E-05,0
SULAWESI BARAT,76,KAB. MAMUJU UTARA,76.01,Pedongga,760109,14661,1,6.82081713389264E-05,0
LAMPUNG,18,KAB. LAMPUNG TENGAH,18.02,Seputih Agung,180216,58659,4,6.819072947032851E-05,0
JAMBI,15,KAB. MERANGIN,15.02,Renah Pamenang,150219,14676,1,6.81384573453257E-05,0
SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,12.20,Batang Onang,122007,14679,1,6.812453164384494E-05,0
JAWA TENGAH,33,KAB. SRAGEN,33.14,Jenar,331420,29376,2,6.808278867102397E-05,0
KALIMANTAN TENGAH,62,KAB. KAPUAS,62.03,Bataguh,620317,44098,3,6.803029615855594E-05,0
BENGKULU,17,KAB. KAUR,17.04,Maje,170406,14705,1,6.80040802448147E-05,0
MALUKU,81,KAB. MALUKU TENGAH,81.01,Seram Utara Timur Seti,810124,14714,1,6.796248470844094E-05,0
SUMATERA BARAT,13,KAB. SOLOK,13.02,Lembang Jaya,130206,29480,2,6.7842605156038E-05,0
LAMPUNG,18,KAB. LAMPUNG TIMUR,18.07,Way Jepara,180707,58962,4,6.784030392456158E-05,0
BENGKULU,17,KAB. BENGKULU TENGAH,17.09,Pondok Kelapa,170903,29486,2,6.782880010852608E-05,0
SUMATERA UTARA,12,KAB. LANGKAT,12.05,Pangkalan Susu,120515,44312,3,6.770175121863153E-05,0
MALUKU,81,KAB. BURU SELATAN,81.09,Leksula,810905,14807,1,6.753562504220977E-05,0
SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,13.07,Pangkalan Koto Baru,130706,29622,2,6.751738572682465E-05,0
KALIMANTAN TENGAH,62,KAB. KAPUAS,62.03,Kapuas Murung,620307,29638,2,6.74809366354005E-05,0
JAWA TENGAH,33,KAB. TEGAL,33.28,Jatinegara,332807,59358,4,6.738771521951549E-05,0
BANTEN,36,KAB. PANDEGLANG,36.01,Saketi,360114,44572,3,6.730682939962309E-05,0
JAWA TENGAH,33,KAB. PEMALANG,33.27,Warungpring,332714,44624,3,6.722839727500897E-05,0
NUSA TENGGARA BARAT,52,KAB. BIMA,52.06,Palibelo,520618,29759,2,6.720655936019356E-05,0
MALUKU,81,KAB. MALUKU TENGGARA BARAT,81.03,Tanimbar Utara,810305,14887,1,6.717270101430779E-05,0
RIAU,14,KAB. ROKAN HILIR,14.07,Tanah Putih Tanjung Melawan,140709,14918,1,6.70331143584931E-05,0
JAWA TIMUR,35,KAB. MALANG,35.07,Tumpang,350716,74670,5,6.696129637069774E-05,0
JAWA TENGAH,33,KAB. MAGELANG,33.08,Kaliangkrik,330813,59808,4,6.688068485821294E-05,0
KALIMANTAN BARAT,61,KAB. SINTANG,61.05,Tempunak,610502,29922,2,6.684045184145445E-05,0
ACEH,11,KAB. NAGAN RAYA,11.15,Tadu Raya,111508,14989,1,6.671559143371805E-05,0
KALIMANTAN UTARA,65,KOTA TARAKAN,65.71,Tarakan Utara,657104,30005,2,6.665555740709882E-05,0
NUSA TENGGARA TIMUR,53,KAB. MANGGARAI,53.10,Wae Rii,531001,30055,2,6.65446681084678E-05,0
MALUKU,81,KAB. MALUKU TENGAH,81.01,Teon Nila Serua,810102,15029,1,6.653802648213454E-05,0
JAWA TENGAH,33,KAB. MAGELANG,33.08,Kajoran,330812,60217,4,6.64264244316389E-05,0
JAWA TIMUR,35,KAB. PASURUAN,35.14,Lekok,351422,75279,5,6.641958580746291E-05,0
JAMBI,15,KOTA JAMBI,15.71,Danau Sipin,157110,45184,3,6.639518413597734E-05,0
SULAWESI BARAT,76,KAB. MAMUJU TENGAH,76.06,Pangale,760602,15072,1,6.634819532908705E-05,0
ACEH,11,KAB. ACEH UTARA,11.08,Dewantara,110802,45223,3,6.633792539194658E-05,0
SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,12.18,Pegajahan,121814,30150,2,6.633499170812604E-05,0
KALIMANTAN BARAT,61,KAB. SINTANG,61.05,Ketungau Tengah,610505,30160,2,6.63129973474801E-05,0
SUMATERA UTARA,12,KAB. TOBA SAMOSIR,12.12,Silaen,121203,15091,1,6.62646610562587E-05,0
SULAWESI SELATAN,73,KAB. BONE,73.08,Barebbo,730809,30200,2,6.622516556291391E-05,0
SULAWESI TENGAH,72,KAB. PARIGI MOUTONG,72.08,Sidoan,720823,15109,1,6.618571712224501E-05,0
NUSA TENGGARA TIMUR,53,KAB. FLORES TIMUR,53.06,Wulanggitang,530601,15137,1,6.606328863050802E-05,0
SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,13.07,Suliki,130701,15143,1,6.603711285742587E-05,0
SULAWESI TENGAH,72,KAB. PARIGI MOUTONG,72.08,Mepanga,720812,30290,2,6.602839220864973E-05,0
JAWA TENGAH,33,KAB. JEPARA,33.20,Pakis Aji,332015,60604,4,6.60022440762986E-05,0
BENGKULU,17,KAB. LEBONG,17.07,Lebong Selatan,170704,15152,1,6.599788806758183E-05,0
JAWA TIMUR,35,KAB. PAMEKASAN,35.28,Galis,352803,30306,2,6.599353263380188E-05,0
LAMPUNG,18,KAB. LAMPUNG BARAT,18.04,Batu Brak,180410,15156,1,6.598046978094485E-05,0
RIAU,14,KAB. INDRAGIRI HILIR,14.04,Tembilahan,140404,75864,5,6.590741326584414E-05,0
ACEH,11,KAB. ACEH JAYA,11.14,Jaya,111405,15173,1,6.590654451987082E-05,0
LAMPUNG,18,KAB. LAMPUNG TIMUR,18.07,Melinting,180717,30348,2,6.590220113351786E-05,0
KALIMANTAN BARAT,61,KAB. SANGGAU,61.03,Toba,610313,15198,1,6.579813133307015E-05,0
JAWA TENGAH,33,KAB. TEMANGGUNG,33.23,Kaloran,332305,45631,3,6.574477876881944E-05,0
SUMATERA UTARA,12,KAB. LABUHANBATU,12.10,Bilah Hilir,121008,60930,4,6.564910553093715E-05,0
ACEH,11,KAB. BIREUEN,11.11,Peusangan  Selatan,111116,15265,1,6.550933508024893E-05,0
KALIMANTAN TIMUR,64,KAB. KUTAI TIMUR,64.08,Teluk Pandan,640813,15286,1,6.541933795629989E-05,0
JAWA TENGAH,33,KAB. PEKALONGAN,33.26,Buaran,332614,45886,3,6.537941855903762E-05,0
SUMATERA BARAT,13,KAB. PASAMAN BARAT,13.12,Talamau,131204,30599,2,6.536161312461191E-05,0
ACEH,11,KAB. ACEH BESAR,11.06,Sukamakmur,110606,15304,1,6.534239414532148E-05,0
SUMATERA UTARA,12,KAB. KARO,12.06,Merdeka,120615,15324,1,6.525711302531976E-05,0
SUMATERA BARAT,13,KAB. PASAMAN BARAT,13.12,Sasak Ranah Pesisir,131211,15336,1,6.520605112154408E-05,0
BENGKULU,17,KAB. KEPAHIANG,17.08,Bermani Ilir,170801,15346,1,6.516356053694774E-05,0
KALIMANTAN TENGAH,62,KAB. BARITO SELATAN,62.04,Dusun Hilir,620402,15347,1,6.515931452401121E-05,0
SUMATERA UTARA,12,KAB. LANGKAT,12.05,Besitang,120516,46061,3,6.513102190573371E-05,0
KALIMANTAN TENGAH,62,KAB. KAPUAS,62.03,Kapuas Hilir,620302,15357,1,6.511688480823077E-05,0
RIAU,14,KAB. KUANTAN SINGINGI,14.09,Sentajo Raya,140914,30731,2,6.508086297224302E-05,0
NUSA TENGGARA BARAT,52,KAB. LOMBOK TENGAH,52.02,Batukliang Utara,520212,61465,4,6.507768648824535E-05,0
SULAWESI SELATAN,73,KAB. BONE,73.08,Tellu Siattinge,730817,46099,3,6.507733356471941E-05,0
JAWA TENGAH,33,KAB. BLORA,33.16,Cepu,331605,76856,5,6.505672946809618E-05,0
SULAWESI TENGGARA,74,KAB. KOLAKA,74.01,Pomalaa,740107,30767,2,6.500471284168102E-05,0
JAWA TIMUR,35,KAB. SAMPANG,35.27,Omben,352705,76937,5,6.498823712907963E-05,0
NUSA TENGGARA TIMUR,53,KAB. MANGGARAI,53.10,Reok Barat,531016,15389,1,6.498148027812073E-05,0
JAWA TENGAH,33,KAB. PEMALANG,33.27,Pulosari,332702,61568,4,6.496881496881497E-05,0
LAMPUNG,18,KAB. LAMPUNG TIMUR,18.07,Labuhan Maringgai,180702,77073,5,6.487356142877532E-05,0
LAMPUNG,18,KAB. MESUJI,18.11,Way Serdang,181104,46246,3,6.487047528434891E-05,0
MALUKU,81,KAB. BURU SELATAN,81.09,Waesama,810902,15445,1,6.474587245063128E-05,0
LAMPUNG,18,KAB. PRINGSEWU,18.10,Pagelaran Utara,181009,15446,1,6.474168069403081E-05,0
SUMATERA UTARA,12,KOTA GUNUNGSITOLI,12.78,Gunungsitoli,127801,61795,4,6.473015616150174E-05,0
BENGKULU,17,KAB. BENGKULU UTARA,17.03,Marga Sakti Sebelat,170325,15478,1,6.460783046905285E-05,0
