nama_provinsi,kode_provinsi,nama_kabupatenkota,kode_kabupatenkota,nama_kecamatan,kode_kecamatan,jumlah_penduduk,total,density,level_kerawanan
JAWA TIMUR,35,KAB. PASURUAN,35.14,Gempol,351412,128871,25,0.00019399244205445756,1
SUMATERA UTARA,12,KAB. SAMOSIR,12.17,Sianjar Mula Mula,121706,10313,2,0.0001939299912731504,1
JAWA TENGAH,33,KAB. PEKALONGAN,33.26,Kedungwuni,332613,97975,19,0.0001939270221995407,1
KALIMANTAN SELATAN,63,KAB. BARITO KUALA,63.04,Tabunganen,630401,20637,4,0.0001938266220865436,1
SULAWESI UTARA,71,KOTA MANADO,71.71,Bunaken,717101,25802,5,0.00019378342764126813,1
ACEH,11,KAB. PIDIE,11.07,Peukan Baro,110715,20649,4,0.0001937139813066008,1
JAWA BARAT,32,KAB. BANDUNG BARAT,32.17,Cipatat,321707,134277,26,0.00019362958660083262,1
KALIMANTAN TENGAH,62,KAB. KOTAWARINGIN TIMUR,62.02,Parenggean,620204,25852,5,0.0001934086337614111,1
ACEH,11,KAB. ACEH TENGAH,11.04,Jagong Jeget,110419,10343,2,0.00019336749492410325,1
JAMBI,15,KAB. TEBO,15.09,Sumay,150905,20689,4,0.00019333945574943206,1
SUMATERA SELATAN,16,KAB. OGAN KOMERING ILIR,16.02,Tulung Selapan,160211,41390,8,0.00019328340178787146,1
SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,13.07,Guguak,130702,36263,7,0.00019303422220996608,1
SULAWESI SELATAN,73,KAB. PANGKAJENE KEPULAUAN,73.10,Tondong Tallasa,731012,10373,2,0.00019280825219319386,1
KALIMANTAN SELATAN,63,KAB. TAPIN,63.05,Bakarangan,630507,10374,2,0.000192789666473877,1
SULAWESI UTARA,71,KAB. MINAHASA TENGGARA,71.07,Tombatu,710705,10374,2,0.000192789666473877,1
LAMPUNG,18,KAB. PESISIR BARAT,18.13,Krui Selatan,181308,10381,2,0.00019265966669877662,0
JAWA TENGAH,33,KAB. GROBOGAN,33.15,Geyer,331505,67597,13,0.00019231622705149636,1
JAWA TIMUR,35,KAB. NGAWI,35.21,Sine,352101,46807,9,0.0001922789326382806,1
KALIMANTAN BARAT,61,KAB. SINTANG,61.05,Serawai,610514,20808,4,0.00019223375624759708,1
LAMPUNG,18,KAB. LAMPUNG SELATAN,18.01,Natar,180104,187418,36,0.00019208400473807213,1
ACEH,11,KAB. PIDIE,11.07,Muara Tiga,110712,20828,4,0.00019204916458613405,1
SUMATERA UTARA,12,KAB. TAPANULI TENGAH,12.01,Tapian Nauli,120107,20836,4,0.0001919754271453254,1
JAMBI,15,KAB. MERANGIN,15.02,Pamenang Selatan,150220,10418,2,0.0001919754271453254,1
MALUKU UTARA,82,KAB. HALMAHERA SELATAN,82.04,Gane Barat,820404,10420,2,0.00019193857965451057,1
JAMBI,15,KAB. MUARO JAMBI,15.05,Bahar Selatan,150510,15642,3,0.00019179133103183735,1
JAWA TENGAH,33,KAB. WONOGIRI,33.12,Kismantoro,331216,41754,8,0.0001915984097331992,1
JAWA BARAT,32,KAB. CIAMIS,32.07,Ciamis,320701,99216,19,0.00019150137074665376,1
MALUKU,81,KAB. BURU,81.04,Namlea,810401,36559,7,0.0001914713203315189,1
LAMPUNG,18,KOTA BANDAR LAMPUNG,18.71,Telukbetung Utara,187109,57468,11,0.0001914108721375374,1
SUMATERA UTARA,12,KAB. NIAS,12.04,Hiliduho,120405,10453,2,0.00019133263178035013,1
JAWA BARAT,32,KAB. SUMEDANG,32.11,Tanjungsari,321111,83640,16,0.0001912960306073649,1
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Kebasen,330205,67968,13,0.00019126647834274952,1
KALIMANTAN SELATAN,63,KAB. HULU SUNGAI SELATAN,63.06,Daha Selatan,630607,41881,8,0.00019101740646116378,1
SUMATERA UTARA,12,KAB. MANDAILING NATAL,12.13,Puncak Sorik Marapi,121320,10480,2,0.00019083969465648855,1
SUMATERA UTARA,12,KAB. TOBA SAMOSIR,12.12,Lumban Julu,121209,10487,2,0.00019071231047964145,1
BENGKULU,17,KOTA BENGKULU,17.71,Muara Bangka Hulu,177104,47210,9,0.00019063757678457953,1
BALI,51,KAB. KARANGASEM,51.07,Bebandem,510706,57712,11,0.00019060160798447463,1
SUMATERA UTARA,12,KAB. ASAHAN,12.09,Simpang Empat,120912,47241,9,0.00019051247856734617,1
JAWA BARAT,32,KAB. SUBANG,32.13,Sukasari,321324,42007,8,0.00019044444973456804,1
JAWA TENGAH,33,KAB. CILACAP,33.01,Kesugihan,330102,131283,25,0.0001904283113579062,1
JAWA TENGAH,33,KAB. REMBANG,33.17,Kaliori,331709,42032,8,0.00019033117624666921,1
JAWA TIMUR,35,KAB. SAMPANG,35.27,Camplong,352704,78852,15,0.00019022979759549536,1
SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,12.20,Hulu Sihapas,122009,5257,1,0.00019022256039566293,1
JAWA TENGAH,33,KAB. BLORA,33.16,Kunduran,331613,68359,13,0.0001901724718032739,1
SULAWESI SELATAN,73,KAB. BULUKUMBA,73.02,Ujungloe,730209,47328,9,0.00019016227180527383,1
JAWA TIMUR,35,KAB. JEMBER,35.09,Mumbulsari,350923,68371,13,0.00019013909406034722,1
LAMPUNG,18,KAB. LAMPUNG TENGAH,18.02,Way Seputih,180225,21068,4,0.00018986140117714068,1
LAMPUNG,18,KOTA BANDAR LAMPUNG,18.71,Langkapura,187116,42195,8,0.00018959592368764073,1
KALIMANTAN BARAT,61,KOTA PONTIANAK,61.71,Pontianak Timur,617102,105520,20,0.00018953752843062926,1
KALIMANTAN BARAT,61,KAB. KAPUAS HULU,61.06,Putussibau Utara,610601,26388,5,0.00018948006669698348,1
JAWA TIMUR,35,KAB. MALANG,35.07,Sumbermanjing Wetan,350704,95082,18,0.00018931027954817946,1
BANTEN,36,KAB. SERANG,36.04,Carenang,360417,36989,7,0.00018924545135040147,1
JAWA TENGAH,33,KAB. CILACAP,33.01,Cilacap Selatan,330121,84549,16,0.0001892393759831577,1
SUMATERA SELATAN,16,KAB. MUSI BANYUASIN,16.06,Sanga Desa,160605,31737,6,0.0001890537858020607,1
JAWA TIMUR,35,KAB. LUMAJANG,35.08,Sumbersuko,350821,37034,7,0.00018901549927094022,1
JAWA BARAT,32,KAB. SUMEDANG,32.11,Darmaraja,321103,37048,7,0.00018894407255452386,1
JAWA BARAT,32,KAB. GARUT,32.05,Bayongbong,320517,89994,17,0.00018890148232104362,1
JAWA BARAT,32,KAB. PURWAKARTA,32.14,Pasawahan,321410,47657,9,0.00018884948695889378,1
SULAWESI SELATAN,73,KAB. MAROS,73.09,Simbang,730909,26487,5,0.00018877185034167705,1
JAWA TIMUR,35,KAB. PROBOLINGGO,35.13,Bantaran,351304,42387,8,0.00018873711279401704,1
GORONTALO,75,KAB. PAHUWATO,75.04,Wanggarasi,750411,5304,1,0.0001885369532428356,1
JAWA BARAT,32,KAB. SUMEDANG,32.11,Cimanggung,321114,84910,16,0.00018843481333176304,1
LAMPUNG,18,KOTA BANDAR LAMPUNG,18.71,Sukabumi,187112,74302,14,0.0001884202309493688,1
SUMATERA UTARA,12,KAB. PAKPAK BHARAT,12.15,Kerajaan,121502,10621,2,0.00018830618585820544,0
JAWA BARAT,32,KAB. SUBANG,32.13,Pusakajaya,321330,47827,9,0.00018817822568841866,1
JAWA BARAT,32,KAB. CIREBON,32.09,Plered,320936,53176,10,0.00018805476154656236,1
KALIMANTAN TENGAH,62,KAB. KAPUAS,62.03,Kapuas Hulu,620312,10636,2,0.000188040616773223,1
SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,12.18,Dolok Masihul,121809,53218,10,0.00018790634747641776,1
NUSA TENGGARA TIMUR,53,KAB. SIKKA,53.07,Alok,530705,31931,6,0.00018790517052394225,1
JAWA TENGAH,33,KAB. JEPARA,33.20,Bangsri,332008,101176,19,0.00018779157112358663,1
JAWA TENGAH,33,KAB. BATANG,33.25,Wonotunggal,332501,37276,7,0.00018778838931215796,1
JAWA TIMUR,35,KAB. NGAWI,35.21,Kedunggalar,352111,74561,14,0.00018776572202626037,1
KALIMANTAN TIMUR,64,KAB. PASER,64.01,Tanah Grogot,640104,74575,14,0.00018773047267851156,1
JAWA BARAT,32,KAB. CIREBON,32.09,Ciwaringin,320926,37328,7,0.00018752678954136304,1
JAWA TENGAH,33,KAB. JEPARA,33.20,Batealit,332005,85329,16,0.00018750952196791242,1
SUMATERA UTARA,12,KOTA BINJAI,12.75,Binjai Timur,127504,64008,12,0.00018747656542932134,1
JAWA BARAT,32,KAB. BOGOR,32.01,Parung Panjang,320120,101364,19,0.00018744327374610315,1
JAWA TIMUR,35,KAB. PAMEKASAN,35.28,Pademawu,352802,85403,16,0.00018734704869852347,1
JAWA BARAT,32,KAB. BANDUNG,32.04,Majalaya,320433,160465,30,0.000186956657214969,1
SUMATERA SELATAN,16,KAB. MUARA ENIM,16.03,Gelumbang,160306,58854,11,0.00018690318415060997,1
BANTEN,36,KAB. SERANG,36.04,Gunung Sari,360433,21413,4,0.00018680240975108578,1
RIAU,14,KAB. KAMPAR,14.01,Kampar Kiri Hulu,140109,10722,2,0.00018653236336504383,1
KALIMANTAN SELATAN,63,KAB. TANAH BUMBU,63.10,Kusan Hilir,631002,48261,9,0.00018648598247031765,1
BANTEN,36,KOTA SERANG,36.73,Curug,367304,53625,10,0.00018648018648018648,1
GORONTALO,75,KAB. GORONTALO UTARA,75.05,Tolinggula,750505,10726,2,0.00018646280067126608,1
JAWA BARAT,32,KAB. KARAWANG,32.15,Ciampel,321504,42941,8,0.00018630213548822804,1
JAWA TIMUR,35,KAB. PASURUAN,35.14,Puspo,351403,26851,5,0.00018621280399240252,1
JAWA TENGAH,33,KAB. PURBALINGGA,33.03,Kutasari,330307,64488,12,0.00018608113137327876,1
MALUKU,81,KAB. MALUKU TENGAH,81.01,Banda,810109,21518,4,0.00018589088205223534,1
LAMPUNG,18,KAB. LAMPUNG TENGAH,18.02,Bekri,180215,32282,6,0.0001858620903289759,1
JAWA BARAT,32,KOTA BANJAR,32.79,Langensari,327904,59219,11,0.00018575119471791148,1
ACEH,11,KAB. ACEH SELATAN,11.01,Bakongan,110101,5386,1,0.0001856665428889714,0
SUMATERA UTARA,12,KOTA SIBOLGA,12.73,Sibolga Kota,127302,16170,3,0.00018552875695732838,1
SUMATERA UTARA,12,KAB. TAPANULI TENGAH,12.01,Sarudik,120120,21600,4,0.00018518518518518518,1
JAWA TENGAH,33,KAB. SEMARANG,33.22,Pringapus,332215,54021,10,0.00018511319671979414,1
JAWA TENGAH,33,KOTA PEKALONGAN,33.75,Pekalongan Utara,337503,81094,15,0.00018497052802920067,1
JAWA TIMUR,35,KAB. JOMBANG,35.17,Jogoroto,351719,70350,13,0.00018479033404406538,1
JAWA TENGAH,33,KAB. TEGAL,33.28,Suradadi,332816,92063,17,0.00018465615936912765,1
JAWA BARAT,32,KAB. MAJALENGKA,32.10,Palasah,321019,54169,10,0.0001846074322952242,1
MALUKU UTARA,82,KAB. HALMAHERA TENGAH,82.02,Pulau Gebe,820203,5423,1,0.00018439977872026554,1
JAWA TENGAH,33,KAB. DEMAK,33.21,Sayung,332104,103041,19,0.00018439262041323356,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Songgon,351019,59670,11,0.00018434724317077257,1
SUMATERA UTARA,12,KOTA TEBING TINGGI,12.76,Rambutan,127602,37982,7,0.00018429782528566163,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Singojuruh,351012,54281,10,0.00018422652493506016,1
KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA,19.01,Mendo Barat,190104,48853,9,0.00018422614783124885,1
MALUKU,81,KAB. MALUKU TENGGARA BARAT,81.03,Yaru,810306,5433,1,0.00018406037180195104,0
JAWA TIMUR,35,KAB. MAGETAN,35.20,Nguntoronadi,352017,21733,4,0.00018405190263654352,1
NUSA TENGGARA TIMUR,53,KAB. SIKKA,53.07,Paga,530701,16308,3,0.0001839587932303164,1
JAWA BARAT,32,KAB. CIREBON,32.09,Gebang,320930,65233,12,0.00018395597320374656,1
BANTEN,36,KAB. PANDEGLANG,36.01,Mekarjaya,360130,21762,4,0.00018380663541953864,1
SULAWESI TENGAH,72,KAB. BUOL,72.05,Lakea,720502,10888,2,0.0001836884643644379,1
JAWA TENGAH,33,KAB. BANJARNEGARA,33.04,Rakit,330411,54489,10,0.00018352327992805887,1
KALIMANTAN UTARA,65,KAB. BULUNGAN,65.01,Tanjung Palas Tengah,650106,10899,2,0.00018350307367648408,1
KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA TENGAH,19.04,Namang,190405,16351,3,0.0001834750168185432,1
SULAWESI UTARA,71,KAB. MINAHASA,71.02,Kakas Barat,710220,10904,2,0.00018341892883345562,0
JAWA TIMUR,35,KAB. NGAWI,35.21,Gerih,352118,38176,7,0.0001833612740989103,1
JAWA TENGAH,33,KAB. PURWOREJO,33.06,Kaligesing,330605,32723,6,0.00018335727164379794,1
SULAWESI TENGGARA,74,KAB. KOLAKA TIMUR,74.11,Uluiwoi,741108,5454,1,0.00018335166850018335,0
NUSA TENGGARA BARAT,52,KAB. SUMBAWA BARAT,52.07,Taliwang,520702,54615,10,0.00018309988098507736,1
SULAWESI SELATAN,73,KAB. LUWU,73.17,Suli,731703,21855,4,0.00018302447952413636,1
RIAU,14,KOTA DUMAI,14.72,Sungai Sembilan,147204,38283,7,0.00018284878405558602,1
SUMATERA UTARA,12,KAB. PAKPAK BHARAT,12.15,Siempat Rube,121508,5473,1,0.0001827151470856934,1
KALIMANTAN BARAT,61,KAB. SANGGAU,61.03,Tayan Hulu,610310,38331,7,0.00018261981164070858,1
JAWA BARAT,32,KAB. GARUT,32.05,Banyuresmi,320506,82182,15,0.0001825217200846901,1
JAMBI,15,KAB. BATANGHARI,15.04,Maro Sebo Ilir,150408,16443,3,0.00018244845831052726,1
JAWA BARAT,32,KAB. KARAWANG,32.15,Tirtamulya,321516,49362,9,0.00018232648596086057,1
ACEH,11,KOTA LANGSA,11.74,Langsa Baro,117405,54878,10,0.00018222238419767485,1
NUSA TENGGARA TIMUR,53,KAB. TIMOR TENGAH UTARA,53.03,Insana Barat,530320,10977,2,0.0001821991436640248,1
KALIMANTAN TIMUR,64,KAB. KUTAI KARTANEGARA,64.02,Kembang Janggut,640210,21971,4,0.00018205816758454327,1
KALIMANTAN BARAT,61,KAB. KAPUAS HULU,61.06,Batang Lupar,610612,5493,1,0.0001820498816675769,1
SUMATERA UTARA,12,KOTA BINJAI,12.75,Binjai Barat,127503,49457,9,0.00018197626220757426,1
JAWA TIMUR,35,KAB. PONOROGO,35.02,Ngrayun,350202,60461,11,0.00018193546252956452,1
JAWA TIMUR,35,KAB. MOJOKERTO,35.16,Gondang,351602,44029,8,0.00018169842603738446,1
KALIMANTAN TENGAH,62,KAB. KOTAWARINGIN BARAT,62.01,Kumai,620101,49552,9,0.00018162738133677752,1
SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,12.18,Sei Rampah,121804,71586,13,0.00018159975414187133,1
JAMBI,15,KAB. SAROLANGUN,15.03,Pelawan,150305,33041,6,0.00018159256681093188,1
PAPUA BARAT,92,KAB. SORONG,92.01,Klamono,920108,5508,1,0.00018155410312273057,1
JAMBI,15,KAB. SAROLANGUN,15.03,Singkut,150309,38556,7,0.00018155410312273057,1
SULAWESI SELATAN,73,KAB. PANGKAJENE KEPULAUAN,73.10,Bungoro,731006,44077,8,0.0001815005558454523,1
SULAWESI SELATAN,73,KAB. LUWU TIMUR,73.24,Wasuponda,732411,22052,4,0.00018138944313440957,1
JAWA TIMUR,35,KAB. SAMPANG,35.27,Sampang,352703,121322,22,0.0001813356192611398,1
JAWA BARAT,32,KAB. PURWAKARTA,32.14,Kiarapedes,321417,27595,5,0.0001811922449719152,1
ACEH,11,KAB. PIDIE,11.07,Delima,110704,22083,4,0.00018113480958203144,1
SULAWESI BARAT,76,KAB. MAMUJU UTARA,76.01,Pasangkayu,760102,38672,7,0.0001810095159288374,1
JAWA TIMUR,35,KAB. NGANJUK,35.18,Sawahan,351801,38692,7,0.00018091595161790551,1
JAWA TENGAH,33,KAB. SRAGEN,33.14,Karangmalang,331409,71879,13,0.00018085949999304386,1
JAWA BARAT,32,KAB. PANGANDARAN,32.18,Kalipucang,321808,38713,7,0.0001808178131377057,1
JAWA TIMUR,35,KAB. BLITAR,35.05,Wonotirto,350508,38716,7,0.00018080380204566588,1
SUMATERA UTARA,12,KAB. ASAHAN,12.09,Kota Kisaran Timur,120920,83003,15,0.00018071635964965122,1
JAWA TIMUR,35,KAB. PROBOLINGGO,35.13,Besuk,351313,49805,9,0.00018070474851922497,1
JAWA BARAT,32,KAB. SUBANG,32.13,Tambakdahan,321325,44280,8,0.0001806684733514002,1
NUSA TENGGARA TIMUR,53,KOTA KUPANG,53.71,Kelapa Lima,537103,72003,13,0.00018054803272085887,1
JAWA TENGAH,33,KAB. CILACAP,33.01,Majenang,330114,138476,25,0.0001805366995002744,1
JAWA TIMUR,35,KAB. TRENGGALEK,35.03,Bendungan,350309,27715,5,0.00018040772145047808,1
BALI,51,KAB. BULELENG,51.08,Busung biu,510803,55441,10,0.00018037192691329522,1
KALIMANTAN TENGAH,62,KAB. BARITO TIMUR,62.13,Dusun Timur,621301,27765,5,0.00018008283810552856,1
JAWA TIMUR,35,KAB. BOJONEGORO,35.22,Sekar,352227,27771,5,0.00018004393071909547,1
JAWA TENGAH,33,KAB. BREBES,33.29,Losari,332912,133337,24,0.00017999505013612126,1
JAWA TENGAH,33,KAB. PEKALONGAN,33.26,Wiradesa,332616,61215,11,0.00017969451931716083,1
SUMATERA SELATAN,16,KAB. MUSI RAWAS,16.05,Megang Sakti,160512,55718,10,0.0001794752144728813,1
BENGKULU,17,KAB. KAUR,17.04,Nasal,170407,16720,3,0.00017942583732057416,1
JAWA TENGAH,33,KAB. BOYOLALI,33.09,Simo,330913,50219,9,0.00017921503813297755,1
JAWA TENGAH,33,KAB. DEMAK,33.21,Karangtengah,332105,66996,12,0.00017911517105498835,1
JAWA BARAT,32,KAB. CIAMIS,32.07,Cimaragas,320729,16752,3,0.00017908309455587392,1
SUMATERA BARAT,13,KAB. PADANG PARIAMAN,13.05,Batang Gasan,130513,11187,2,0.00017877893984088674,1
JAWA TENGAH,33,KAB. SRAGEN,33.14,Kedawung,331404,67168,12,0.00017865650309671272,1
JAMBI,15,KAB. MERANGIN,15.02,Pamenang,150206,33600,6,0.00017857142857142857,1
JAMBI,15,KAB. BUNGO,15.08,Tanah Sepenggal Lintas,150817,22401,4,0.0001785634569885273,1
JAWA TENGAH,33,KAB. TEMANGGUNG,33.23,Gemawang,332320,33612,6,0.0001785076758300607,1
JAWA TENGAH,33,KAB. KARANGANYAR,33.13,Jumantono,331304,50450,9,0.00017839444995044597,1
KALIMANTAN TENGAH,62,KAB. KOTAWARINGIN TIMUR,62.02,Cempaga,620202,22426,4,0.00017836439846606616,0
NUSA TENGGARA BARAT,52,KAB. LOMBOK TENGAH,52.02,Pujut,520204,117887,21,0.0001781366902202957,1
JAWA TENGAH,33,KAB. GROBOGAN,33.15,Grobogan,331512,78624,14,0.00017806267806267807,1
KEPULAUAN RIAU,21,KOTA BATAM,21.71,Bengkong,217109,112342,20,0.00017802780794360078,1
BANTEN,36,KAB. LEBAK,36.02,Curug bitung,360223,33725,6,0.00017790956263899184,1
JAWA TENGAH,33,KAB. TEMANGGUNG,33.23,Ngadirejo,332309,56233,10,0.0001778315224156634,1
SUMATERA UTARA,12,KAB. SIMALUNGUN,12.08,Purba,120814,28134,5,0.00017772090708750979,1
NUSA TENGGARA BARAT,52,KAB. SUMBAWA,52.04,Alas,520405,33762,6,0.00017771459036786921,1
ACEH,11,KAB. ACEH BESAR,11.06,Lhoknga,110602,16882,3,0.00017770406349958536,1
KALIMANTAN UTARA,65,KAB. MALINAU,65.02,Malinau Barat,650208,11255,2,0.00017769880053309641,1
DKI JAKARTA,31,KAB. ADM. KEP. SERIBU,31.01,Kepulauan Seribu Utara,310101,16884,3,0.00017768301350390902,1
JAWA BARAT,32,KOTA TASIKMALAYA,32.78,Purbaratu,327810,45048,8,0.0001775883502042266,1
SULAWESI UTARA,71,KAB. MINAHASA,71.02,Langowan Barat,710210,16898,3,0.0001775358030536158,1
ACEH,11,KAB. ACEH BESAR,11.06,Blang Bintang,110623,11270,2,0.0001774622892635315,1
ACEH,11,KAB. SIMEULUE,11.09,Teluk Dalam,110905,5647,1,0.00017708517797060386,1
SUMATERA BARAT,13,KAB. PADANG PARIAMAN,13.05,2 x 11 Kayu Tanam,130515,28259,5,0.000176934781839414,1
JAWA TIMUR,35,KAB. TRENGGALEK,35.03,Karangan,350306,50890,9,0.00017685203379838867,1
JAWA TENGAH,33,KAB. GROBOGAN,33.15,Toroh,331504,118773,21,0.00017680786037230684,1
JAWA BARAT,32,KAB. GARUT,32.05,Samarang,320507,67876,12,0.00017679297542577642,1
JAWA TENGAH,33,KAB. PATI,33.18,Batangan,331807,45252,8,0.00017678776628657296,1
KALIMANTAN BARAT,61,KAB. LANDAK,61.08,Mandor,610804,34015,6,0.00017639276789651625,1
JAWA TIMUR,35,KAB. LAMONGAN,35.24,Babat,352405,90784,16,0.00017624250969333803,1
SUMATERA SELATAN,16,KAB. OGAN ILIR,16.10,Rantau Panjang,161011,17031,3,0.00017614937466971993,1
JAWA TIMUR,35,KAB. KEDIRI,35.06,Badas,350626,68130,12,0.00017613386173491853,1
NUSA TENGGARA BARAT,52,KAB. DOMPU,52.05,Hu'u,520503,17041,3,0.00017604600668974824,0
JAWA BARAT,32,KAB. PANGANDARAN,32.18,Parigi,321801,45450,8,0.00017601760176017602,1
SUMATERA UTARA,12,KAB. TOBA SAMOSIR,12.12,Laguboti,121202,22738,4,0.00017591696719148562,1
RIAU,14,KAB. BENGKALIS,14.03,Talang Muandau,140315,22740,4,0.00017590149516270889,1
JAWA TIMUR,35,KAB. BONDOWOSO,35.11,Tamanan,351102,39827,7,0.00017576016270369347,1
JAWA BARAT,32,KAB. BANDUNG,32.04,Pacet,320430,114075,20,0.00017532325224632917,1
SUMATERA BARAT,13,KAB. AGAM,13.06,Ampek Angkek,130607,45636,8,0.00017530020159523183,1
SULAWESI TENGAH,72,KAB. MOROWALI UTARA,72.12,Petasia Timur,721202,17121,3,0.00017522340984755565,1
KEPULAUAN RIAU,21,KAB. BINTAN,21.01,Seri Kuala Lobam,210115,17152,3,0.00017490671641791044,1
SULAWESI SELATAN,73,KAB. BULUKUMBA,73.02,Gantorang,730201,80091,14,0.0001748011636763182,1
MALUKU UTARA,82,KAB. KEPULAUAN SULA,82.05,Sanana,820502,34333,6,0.00017475897824250722,1
JAWA TIMUR,35,KAB. JEMBER,35.09,Sumberjambe,350931,62968,11,0.00017469190700038114,1
JAMBI,15,KAB. BATANGHARI,15.04,Muara Bulian,150403,68710,12,0.00017464706738466016,1
JAWA TIMUR,35,KAB. LUMAJANG,35.08,Kunir,350806,57283,10,0.0001745718625072011,1
SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,12.72,Siantar Barat,127202,40108,7,0.00017452877231475018,1
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Deli Tua,120722,57384,10,0.00017426460337376272,1
JAWA TENGAH,33,KAB. BANJARNEGARA,33.04,Banjarmangu,330409,45920,8,0.00017421602787456446,1
JAWA TIMUR,35,KAB. BOJONEGORO,35.22,Margomulyo,352222,22973,4,0.00017411744221477386,1
SULAWESI TENGGARA,74,KAB. KONAWE,74.02,Meluhu,740225,5744,1,0.00017409470752089137,1
JAWA TIMUR,35,KAB. SITUBONDO,35.12,Suboh,351203,28722,5,0.0001740825847782188,1
SULAWESI UTARA,71,KAB. MINAHASA,71.02,Kombi,710204,11489,2,0.00017407955435634086,1
KALIMANTAN SELATAN,63,KAB. TAPIN,63.05,Lokpaikat,630510,11497,2,0.00017395842393667913,1
KALIMANTAN TIMUR,64,KAB. BERAU,64.03,Tanjung Redeb,640305,69056,12,0.00017377201112140871,1
SUMATERA SELATAN,16,KOTA LUBUK LINGGAU,16.73,Lubuk Linggau Utara I,167304,17267,3,0.0001737418196559912,1
JAWA TIMUR,35,KAB. PASURUAN,35.14,Kraton,351416,86380,15,0.00017365130817318823,1
GORONTALO,75,KAB. GORONTALO UTARA,75.05,Biau,750510,5762,1,0.00017355085039916696,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Tegaldlimo,351004,69147,12,0.00017354332075144257,1
JAWA BARAT,32,KAB. CIREBON,32.09,Susukan Lebak,320908,40359,7,0.00017344334596991996,1
KALIMANTAN SELATAN,63,KAB. KOTABARU,63.02,Sungaidurian,630215,11535,2,0.00017338534893801473,1
JAWA BARAT,32,KAB. PANGANDARAN,32.18,Pangandaran,321809,57698,10,0.00017331623279836388,1
BANTEN,36,KAB. LEBAK,36.02,Sajira,360212,51938,9,0.00017328353036312526,1
BANTEN,36,KAB. SERANG,36.04,Bojonegara,360407,46185,8,0.00017321641225506116,1
KALIMANTAN TENGAH,62,KAB. LAMANDAU,62.09,Menthobi Raya,620905,11553,2,0.00017311520817103783,1
JAWA BARAT,32,KOTA TASIKMALAYA,32.78,Indihiang,327804,57826,10,0.00017293259087607652,1
JAWA BARAT,32,KAB. MAJALENGKA,32.10,Kasokandel,321024,52119,9,0.0001726817475392851,1
KALIMANTAN TIMUR,64,KOTA SAMARINDA,64.72,Samarinda Utara,647205,98457,17,0.00017266420874087165,1
SULAWESI SELATAN,73,KAB. SOPPENG,73.12,Ganra,731207,11592,2,0.0001725327812284334,1
JAWA TIMUR,35,KAB. BOJONEGORO,35.22,Ngambon,352203,11602,2,0.00017238407171177384,1
BENGKULU,17,KAB. KAUR,17.04,Luas,170410,5802,1,0.0001723543605653223,1
JAWA BARAT,32,KAB. KARAWANG,32.15,Kutawaluya,321507,58020,10,0.0001723543605653223,1
NUSA TENGGARA TIMUR,53,KAB. TIMOR TENGAH UTARA,53.03,Biboki Utara,530306,11615,2,0.00017219113215669393,1
SULAWESI SELATAN,73,KAB. GOWA,73.06,Tinggimoncong,730604,23230,4,0.00017219113215669393,1
JAWA TENGAH,33,KAB. BREBES,33.29,Jatibarang,332907,87130,15,0.00017215654768736372,1
RIAU,14,KAB. KUANTAN SINGINGI,14.09,Logas Tanah Darat,140910,23239,4,0.00017212444597443951,1
JAWA BARAT,32,KAB. GARUT,32.05,Tarogong Kidul,320505,104582,18,0.00017211374806372034,1
JAWA BARAT,32,KAB. SUMEDANG,32.11,Tanjungkerta,321120,34865,6,0.0001720923562311774,1
JAMBI,15,KAB. SAROLANGUN,15.03,Limun,150302,17449,3,0.0001719296234741246,1
KALIMANTAN TENGAH,62,KAB. KOTAWARINGIN TIMUR,62.02,Seranau,620212,11635,2,0.00017189514396218306,1
JAWA TENGAH,33,KAB. BANJARNEGARA,33.04,Kalibening,330418,46544,8,0.00017188037126160193,1
MALUKU,81,KOTA TUAL,81.72,Pulau Dullah Utara,817201,23281,4,0.0001718139255186633,1
JAWA TENGAH,33,KAB. GROBOGAN,33.15,Pulokulon,331506,110632,19,0.00017174054523103622,1
JAWA BARAT,32,KAB. BANDUNG,32.04,Cicalengka,320425,122322,21,0.00017167803011723158,1
GORONTALO,75,KAB. BONE BOLANGO,75.03,Bulango Timur,750316,5833,1,0.00017143836790673754,1
JAMBI,15,KAB. KERINCI,15.01,Bukitkerman,150120,11673,2,0.0001713355606956224,1
SUMATERA UTARA,12,KAB. SAMOSIR,12.17,Simanindo,121701,23348,4,0.00017132088401576153,1
SULAWESI SELATAN,73,KAB. SOPPENG,73.12,Marioriawa,731205,29205,5,0.0001712035610340695,1
